title,artist,album,total_base_score,total_bonus_score,chart_in_weeks,top1_count,top10_count,max_likes,like_score,raw_music_score,normalized_music_score,total_score
Dancing Cartoon,볼빨간사춘기,Filmlet,62,0,3,0,0,27477,23.215880906809904,62,1.2622149837133552,7.848314760642319
운명이 내게 말해요,헤이즈 (Heize),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.9,81,0,3,0,0,25287,22.271484442230882,81,1.6490228013029316,7.835761293581316
그때의 우리,펀치 (Punch),그때의 우리,99,0,3,0,0,23248,21.35469184776574,99,2.015472312703583,7.817238173222229
펭수로 하겠습니다,펭수,빌보드 프로젝트 Vol.1,9,0,1,0,0,32835,25.378679470571576,9,0.18322475570032573,7.7418611701617
우연인 듯 운명,10CM,사랑의 불시착 OST Part 1,4,0,1,0,0,33390,25.592264753818323,4,0.08143322475570033,7.734682683474487
OCEAN VIEW (Feat.찬열),로시 (Rothy),OCEAN VIEW,18,0,3,0,0,31421,24.826214976526533,18,0.36644951140065146,7.704379150938416
You're Cold (더 많이 사랑한 쪽이 아프대),헤이즈 (Heize),사이코지만 괜찮아 OST Part.1,14,0,1,0,0,31776,24.96606654689535,14,0.28501628664495116,7.689331364720071
SOSO,WINNER,CROSS,12,0,2,0,0,31507,24.860166721546467,12,0.24429967426710095,7.629059788450911
다시 여기 바닷가 (Acoustic Ver.),이상순,두리쥬와 X LINDA X 신난다,41,0,2,0,0,27970,23.423227878579674,41,0.8346905537459284,7.611251751196051
돌아와 줘,전상근,돌아와 줘,45,0,3,0,0,27223,23.108326864746758,45,0.9161237785016287,7.573784704375168
이해,양다일,이해,64,0,2,0,0,24909,22.10439622101607,64,1.3029315960912053,7.543370983568665
화분,김세정,화분,12,0,1,0,0,30603,24.500926728272045,12,0.24429967426710095,7.521287790468584
연기 (With 헤이즈),기리보이,영화같게,14,0,1,0,0,29605,24.098113364141184,14,0.28501628664495116,7.428945409893821
신촌에 왔어,가비엔제이,신촌에 왔어,71,0,5,0,0,22598,21.054043336739518,71,1.4454397394136806,7.3280208186114315
작사가,헤이즈 (Heize),Lyricist,77,0,2,0,0,21774,20.66662787841462,77,1.5675895765472312,7.297301067107448
Love You Like Crazy,태연 (TAEYEON),Purpose - The 2nd Album,39,0,2,0,0,25501,22.365525973973682,39,0.7939739413680782,7.265439551149759
이 마음이 찾아오면,케이시 (Kassy),이 마음이 찾아오면,17,0,1,0,0,27493,23.222639287188667,17,0.34609120521172637,7.2090556298048085
트로트랩,수퍼비 (SUPERBEE),Dingo X Yng & Rich Records (Part 1),3,0,1,0,0,28984,23.844030621283927,3,0.06107491856677524,7.19596162938192
Wine,태연 (TAEYEON),Purpose - The 2nd Album,21,0,1,0,0,26767,22.913971038486256,21,0.42752442996742673,7.173458412523075
나쁜 놈,벤,Off The Record,110,0,3,0,0,17376,18.461858343512098,110,2.239413680781759,7.10614707960086
Better Babe,태연 (TAEYEON),Purpose - The 2nd Album,16,0,1,0,0,26619,22.850535306713965,16,0.32573289902280134,7.08317362133015
My Love (Duet Ver.),이승철,이승철 35주년 기념 앨범 Special 'My Love',14,0,1,0,0,26288,22.708020803575803,14,0.28501628664495116,7.011917641724207
뱉어 (Spit it out),솔라 (마마무),SPIT IT OUT,20,0,1,0,0,25542,22.383498176686263,20,0.40716612377850164,7.00006573965083
넌 언제나,제이레빗(J Rabbit),슬기로운 의사생활 OST Part 7,69,0,4,0,0,20372,19.990209432202978,69,1.4047231270358305,6.980369018585975
원더우먼,브라운아이드걸스,RE_vive,46,0,3,0,0,22655,21.08057941666285,46,0.9364820846905538,6.979711284282243
Mr.gloomy,백예린 (Yerin Baek),Every letter I sent you.,10,0,1,0,0,26230,22.682956278332117,10,0.20358306188925082,6.947395026822111
Find Me,태연 (TAEYEON),Purpose - The 2nd Album,45,0,2,0,0,22353,20.93960183957498,45,0.9161237785016287,6.923167196823634
내일은 고백할게,태연 (TAEYEON),브람스를 좋아하세요? OST Part.5,33,0,2,0,0,23499,21.46966168765342,33,0.6718241042345278,6.911175379260196
STAY THE NIGHT (Feat. DeVita),GRAY (그레이),STAY THE NIGHT (취향저격 그녀 X GRAY),21,0,2,0,0,24334,21.847777398548498,21,0.42752442996742673,6.853600320541748
좋아한다니까,염따,좋아한다니까,28,0,1,0,0,23443,21.444064466405397,28,0.5700325732899023,6.832242141224551
With You,Crush,From Midnight To Sunrise,6,0,1,0,0,25399,22.32075185889618,6,0.12214983713355047,6.781730443662339
내 마음을 누르는 일 (Daystar),규현 (KYUHYUN),내 마음을 누르는 일 (Daystar),17,0,1,0,0,24168,21.77313004544044,17,0.34609120521172637,6.77420285728034
Sweet Love (취향저격 그녀 X Crush),Crush,Sweet Love (취향저격 그녀 X Crush),20,0,2,0,0,23580,21.506632336903976,20,0.40716612377850164,6.7370059877161435
별이 온다,신용재 (2F),Dear,108,0,4,0,0,15138,17.23196329285102,108,2.198697068403909,6.708676935738042
Forever 84,염따,Dingo X DAMOIM (Part 1),26,0,2,0,0,22405,20.9639436902256,26,0.5293159609120521,6.659704279706117
솔직히 지친다,청하,솔직히 지친다.newwav,19,0,1,0,0,22936,21.210912399774877,19,0.38680781758957655,6.634039192245166
온도 (Feat. 수란),MC몽,CHANNEL 8,101,0,4,0,0,15156,17.24220517386988,101,2.056188925081433,6.6119937997179665
숨 (Breath),샘김 (Sam Kim),사이코지만 괜찮아 OST Part.2,20,0,1,0,0,22561,21.036800245950054,20,0.40716612377850164,6.596056360429968
우리 사랑한 동안,에일리(Ailee),I'm,17,0,2,0,0,22809,21.152106914804527,17,0.34609120521172637,6.587895918089567
니 이름 불렀나 봐,V.O.S,니 이름 불렀나 봐,52,0,2,0,0,19292,19.453114229956327,52,1.0586319218241043,6.576976614263771
썸 타긴 뭘 타,백아연,썸 타긴 뭘 타,52,0,2,0,0,17728,18.64791933533768,52,1.0586319218241043,6.335418145878177
정말 헤어지는 거야 (With 죠지),린,정말 헤어지는 거야 (With 죠지),49,0,3,0,0,17904,18.74025711024098,49,0.9975570032573289,6.320367035352424
우리 사랑했던 추억을 아직 잊지 말아요,이석훈,우리 사랑했던 추억을 아직 잊지 말아요,27,0,2,0,0,19923,19.768689395754464,27,0.5496742671009772,6.315378805697023
보통 같으면,한동근,보통 같으면,35,0,2,0,0,19123,19.367721116355444,35,0.7125407166123778,6.309094836535298
그대만이,장덕철,그대만이,24,0,1,0,0,19464,19.53964001634835,24,0.4885993485342019,6.203911548878446
한강의 밤 (Feat. 로코베리),헨리 (HENRY),한강의 밤 (Feat. 로코베리),5,0,1,0,0,21211,20.397694470539925,5,0.10179153094462541,6.190562412823215
Do You Love Me?,태연 (TAEYEON),Purpose - The 2nd Album,12,0,1,0,0,20326,19.96762771939134,12,0.24429967426710095,6.161298087804373
Meant to be,백예린 (Yerin Baek),Every letter I sent you.,8,0,1,0,0,20508,20.056824055786326,8,0.16286644951140067,6.1310537313938775
WANNA BE MYSELF(나는 안다르다),마마무 (Mamamoo),WANNA BE MYSELF,3,0,1,0,0,20773,20.185993121711036,3,0.06107491856677524,6.098550379510053
어떤 말도,Crush,이태원 클라쓰 OST Part.11,16,0,2,0,0,19345,19.479817213329508,16,0.32573289902280134,6.0719581933148135
듣고 싶던 말,허각,듣고 싶던 말,46,0,3,0,0,16442,17.95882143676313,46,0.9364820846905538,6.043183890312327
혼자,다이나믹 듀오,혼자,26,0,2,0,0,18009,18.79512893879568,26,0.5293159609120521,6.00905985427714
New York,볼빨간사춘기,New York,20,0,1,0,0,18346,18.97016922058398,20,0.40716612377850164,5.976067052820145
City Love,태연 (TAEYEON),Purpose - The 2nd Album,3,0,1,0,0,19462,19.538636104409115,3,0.06107491856677524,5.904343274319476
헤어질 자신 있니 (Narr. SBS 박선영 아나운서),NC.A,헤어질 자신 있니,1,0,1,0,0,19579,19.597278458406166,1,0.020358306188925084,5.893434351854097
너의 하루 (바른연애 길잡이 X 로꼬),로꼬,너의 하루 (바른연애 길잡이 X 로꼬),13,0,1,0,0,18372,18.98360674848436,13,0.26465798045602607,5.880342610864526
비가 내린다,닐로(Nilo),About Me,53,0,2,0,0,14564,16.902106953306244,53,1.0789902280130292,5.825925245600994
일이 너무 잘 돼,헤이즈 (Heize),Lyricist,23,0,1,0,0,17091,18.30982727693761,23,0.4682410423452769,5.820716912722976
can i b u,백예린 (Yerin Baek),Every letter I sent you.,4,0,1,0,0,18712,19.1584608028589,4,0.08143322475570033,5.80454149818666
사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),6,0,1,0,0,18413,19.004777391864568,6,0.12214983713355047,5.786938103552855
자꾸 더 보고싶은 사람,마마무 (Mamamoo),낭만닥터 김사부 2 OST Part.6,2,0,1,0,0,17664,18.61422839664511,2,0.04071661237785017,5.612770147658028
혼코노 (Honkono),하은 (포맨),혼코노,26,0,2,0,0,15388,17.37367124189486,26,0.5293159609120521,5.5826225452068945
니가 없다면,김나영,니가 없다면,6,0,1,0,0,16807,18.15706341622045,6,0.12214983713355047,5.53262391085962
아무런 말들도,백지영,아무런 말들도,17,0,1,0,0,15724,17.562325736618718,17,0.34609120521172637,5.510961564633823
헤어져야 사랑을 알죠,스탠딩 에그,헤어져야 사랑을 알죠,13,0,1,0,0,15781,17.59412893541547,13,0.26465798045602607,5.463499266943859
She Said (with BIBI),Crush,with HER,3,0,1,0,0,16630,18.06120138047282,3,0.06107491856677524,5.4611128571385885
무인도 (Feat. MOON),MC몽,CHANNEL 8,60,0,3,0,0,12002,15.343601888780183,60,1.221498371335505,5.458129426568908
가끔은,정효빈,가끔은,12,0,1,0,0,15561,17.47106026319462,12,0.24429967426710095,5.412327850945356
너를,이우,너를,11,0,1,0,0,15251,17.296159076107948,11,0.2239413680781759,5.345606680487108
우는 법을 잊어버렸나요,이해리 (다비치),from h,34,0,2,0,0,13315,16.16110663161984,34,0.6921824104234527,5.332859676782369
은하수,길구봉구,은하수,41,0,2,0,0,12564,15.69872834017989,41,0.8346905537459284,5.293901889676117
하하하 (LOL),태연 (TAEYEON),Purpose - The 2nd Album,8,0,1,0,0,15095,17.207471901618117,8,0.16286644951140067,5.276248085143415
그 무렵,김나영,동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.7,4,0,1,0,0,15348,17.351075743659237,4,0.08143322475570033,5.262325980426761
Step By Step (with 윤미래),Crush,with HER,8,0,1,0,0,14750,17.009694771555758,8,0.16286644951140067,5.2169149461247075
소개팅 날,이우,소개팅 날,14,0,1,0,0,13954,16.544356117193598,14,0.28501628664495116,5.162818235809545
낯선날 (Feat. 펀치) (Weird Day),문별 (마마무),낯선날 (Feat. 펀치),1,0,1,0,0,14812,17.04540647237022,1,0.020358306188925084,5.127872756043313
다 그렇지 뭐,헤이즈 (Heize),낭만닥터 김사부 2 OST Part.4,8,0,1,0,0,13970,16.553838482847993,8,0.16286644951140067,5.080158059512378
Help,혁오 (HYUKOH),사랑으로,1,0,1,0,0,14468,16.846308923880507,1,0.020358306188925084,5.068143491496399
"어쩌면, 널 잊을 수 있을까",길구봉구,"어쩌면, 널 잊을 수 있을까",7,0,1,0,0,13321,16.164747477225667,7,0.14250814332247558,4.949179943493433
"끌림 (바니와 오빠들 X 에릭남 (Eric Nam), 이나은 (에이프릴))",에릭남 (Eric Nam),"끌림 (바니와 오빠들 X 에릭남 (Eric Nam), 이나은 (에이프릴))",6,0,1,0,0,13397,16.210794077559513,6,0.12214983713355047,4.948743109261339
신혼일기,윤딴딴,신혼일기,3,0,1,0,0,13371,16.195056026501714,3,0.06107491856677524,4.901269250947257
나의 그대,청하,낭만닥터 김사부 2 OST Part.8,9,0,1,0,0,12261,15.508273681570378,9,0.18322475570032573,4.780739433461342
너의 목소리,펀치 (Punch),너의 목소리,1,0,1,0,0,12841,15.870840730457125,1,0.020358306188925084,4.775503033469385
나도 모르는 노래 (Hallelujah),김필,사이코지만 괜찮아 OST Part.5,8,0,1,0,0,11843,15.241628609121175,8,0.16286644951140067,4.6864950973943325
오늘 술 한잔해요,지아,오늘 술 한잔해요,21,0,1,0,0,10397,14.280865613879445,21,0.42752442996742673,4.583526785141032
My Love,다비치,스타트업 OST Part.7,10,0,1,0,0,11140,14.782337235689594,10,0.20358306188925082,4.577209314029354
"존버 (Feat. Coogie, Jiselle)",MC몽,CHANNEL 8,34,0,2,0,0,8964,13.260241519924973,34,0.6921824104234527,4.462600143273908
그래 아니까,정준일,LOVE YOU I DO,6,0,1,0,0,10392,14.277431310000367,6,0.12214983713355047,4.368734278993595
모르시죠,먼데이 키즈,낭만닥터 김사부 2 OST Part.7,14,0,1,0,0,9737,13.820160775264029,14,0.28501628664495116,4.345559633230675
알아 (Feat. HYNN(박혜원)),MC몽,CHANNEL 8,29,0,2,0,0,7413,12.05861724751342,29,0.5903908794788274,4.030858789889205
비싼옷,임재현,비싼옷,1,0,1,0,0,8408,12.842419788857573,1,0.020358306188925084,3.866976750989519
사랑 이토록 어려운 말,양다일,낭만닥터 김사부 2 OST Part.5,11,0,1,0,0,7531,12.154212753272011,11,0.2239413680781759,3.8030227836363264
SOON (Feat. BewhY),다이나믹 듀오,SOON,4,0,1,0,0,7495,12.125127916375966,4,0.08143322475570033,3.69454163224178
나를 기다렸나요,한동근,나를 기다렸나요,15,0,1,0,0,6623,11.397979929660556,15,0.30537459283387625,3.6331561938818804
알았다면,길구봉구,알았다면,9,0,1,0,0,6708,11.470887945810468,9,0.18322475570032573,3.569523712733368
길에서 (Feat. 적재),소유 (SOYOU),길에서 (X-MAS Project Vol.1),6,0,1,0,0,6042,10.88656502272022,6,0.12214983713355047,3.351474392809551
