title,artist,album,total_base_score,total_bonus_score,chart_in_weeks,top1_count,top10_count,max_likes,like_score,raw_music_score,normalized_music_score,total_score
Letter To Myself,태연 (TAEYEON),Letter To Myself - The 6th Mini Album,162,0,6,0,0,34946,26.18183602412894,162,2.6566087241718597,9.714176914158983
숙녀에게,송필근,숙녀에게,249,0,13,0,0,25298,22.276371728089188,249,4.083306001967858,9.541225719804256
Maybe Tomorrow,DAY6 (데이식스),Maybe Tomorrow,99,0,4,0,0,39543,27.85070349102845,99,1.6234831092161364,9.49164922375983
OVERDRIVE,TWS (투어스),TWS 4th Mini Album ‘play hard’,76,0,4,0,0,41842,28.648875483098045,76,1.2463102656608724,9.467079830892024
GYRO-DROP,G-DRAGON,Übermensch,136,0,5,0,0,33926,25.796910156840415,136,2.230239422761561,9.300240642985218
Merry PLLIstmas,PLAVE,ASTERUM : 134-1,11,0,4,0,0,45475,29.866732769001974,11,0.18038701213512628,9.08629073919518
Surf,NCT WISH,COLOR - The 3rd Mini Album,52,0,5,0,0,39928,27.98595559482252,52,0.8527386028205969,8.992703700421174
poppop,NCT WISH,poppop - The 2nd Mini Album,29,0,4,0,0,41632,28.576892408895453,29,0.4755657592653329,8.905963754154369
Skyfall (THE 8 Solo),세븐틴 (SEVENTEEN),SEVENTEEN 5th Album ‘HAPPY BURSTDAY’,5,0,1,0,0,43455,29.195857778204225,5,0.0819940964250574,8.816153200958807
들꽃이 될게요,임영웅,IM HERO 2,45,0,10,0,0,38851,27.605935131738807,45,0.7379468678255166,8.798343346999502
GO!,CORTIS (코르티스),COLOR OUTSIDE THE LINES,81,0,8,0,0,35016,26.20804519913429,81,1.3283043620859298,8.792226613200437
보나마나 (BONAMANA),G-DRAGON,Übermensch,92,0,3,0,0,32040,25.069612202337993,92,1.5086913742210561,8.576967622656136
있잖아,BOYNEXTDOOR,The Action,47,0,3,0,0,35723,26.47130329944698,47,0.7707445063955395,8.480912144310972
Love Hangover (feat. Dominic Fike),제니 (JENNIE),Love Hangover,29,0,3,0,0,37335,27.061971984307593,29,0.4755657592653329,8.451487626778011
Bag Bad Back,RIIZE,ODYSSEY - The 1st Album,50,0,5,0,0,34731,26.101171863409288,50,0.819940964250574,8.404310233998187
그댈 위한 멜로디,임영웅,IM HERO 2,4,0,3,0,0,38924,27.63185837065736,4,0.06559527714004591,8.33547420519524
플러팅,황인욱,플러팅,138,0,7,0,0,25594,22.406315405370414,138,2.2630370613315844,8.306020564543234
HBD,세븐틴 (SEVENTEEN),SEVENTEEN 5th Album ‘HAPPY BURSTDAY’,41,0,4,0,0,34493,26.01158679743632,41,0.6723515906854706,8.274122152710724
Step By Step,BOYNEXTDOOR,No Genre,7,0,2,0,0,37963,27.288623205779107,7,0.11479173499508036,8.266941176230286
CRAZY,LE SSERAFIM (르세라핌),CRAZY,52,0,3,0,0,33148,25.49940385993806,52,0.8527386028205969,8.246738179955836
MEOW,MEOVV (미야오),MEOW,63,0,4,0,0,31720,24.944106471794733,63,1.033125614955723,8.206419872007427
답장을 보낸지,임영웅,IM HERO 2,2,0,1,0,0,37926,27.27532176496494,2,0.032797638570022956,8.205554876488497
장난쳐?,BOYNEXTDOOR,No Genre,2,0,1,0,0,37272,27.039129824580304,2,0.032797638570022956,8.134697294373106
만년설 (Everlasting),엔플라잉 (N.Flying),Everlasting,75,0,6,0,0,27583,23.26066421570513,75,1.229911446375861,7.8391372771746415
우리의 다정한 계절 속에 (Season of Memories),여자친구 (GFRIEND),Season of Memories,39,0,3,0,0,30098,24.297980612773976,39,0.6395539521154476,7.737081950313006
모든 하루의 끝 (The End of the Day),RIIZE,ODYSSEY - The 1st Album,5,0,1,0,0,32915,25.409627123282156,5,0.0819940964250574,7.6802840044821865
COLOR,NCT WISH,COLOR - The 3rd Mini Album,7,0,1,0,0,30234,24.352814834962654,7,0.11479173499508036,7.386198664985352
잉걸 (Ember to Solar),RIIZE,ODYSSEY - The 1st Album,4,0,1,0,0,30457,24.442460607406304,4,0.06559527714004591,7.378654876219923
HERO (From the Film “소방관”),박효신,HERO (From the Film “소방관”),41,0,4,0,0,25956,22.56421582248351,41,0.6723515906854706,7.2399108602248825
해야 뜨지 말아 줘,DAY6 (데이식스),The DECADE,57,0,3,0,0,24419,21.885944809298195,57,0.9347326992456544,7.2200963322614164
빨간 운동화,아이유,꽃갈피 셋,75,0,3,0,0,21534,20.552455504064024,75,1.229911446375861,7.02667466368231
ExtraL (feat. Doechii),제니 (JENNIE),ExtraL,1,0,1,0,0,27234,23.113040422654738,1,0.016398819285011478,6.945391300295928
Live In Paris,BOYNEXTDOOR,The Action,9,0,1,0,0,25422,22.330899625496993,9,0.14758937356510332,6.80258244914467
I'll Never Love Again,WOODZ,I'll Never Love Again,10,0,1,0,0,24812,22.061358322037314,10,0.1639881928501148,6.7331992316062745
BTTF,NCT DREAM,Go Back To The Future,10,0,2,0,0,23251,21.35611153517659,10,0.1639881928501148,6.521625195548057
Bathroom,BOYNEXTDOOR,The Action,2,0,1,0,0,23890,21.64758418047452,2,0.032797638570022956,6.517233601141372
나였으면,나윤권,나였으면,35,0,2,0,0,20578,20.091064306107036,35,0.5739586749754018,6.429090364314892
Last Scene (Feat. 원슈타인),아이유,꽃갈피 셋,43,0,2,0,0,18590,19.095940691472045,43,0.7051492292554936,6.222386667920459
미인 (Feat. Balming Tiger),아이유,꽃갈피 셋,18,0,2,0,0,20054,19.833614493124802,18,0.29517874713020664,6.156709470928584
별들 앞에서,DAY6 (데이식스),The DECADE,8,0,1,0,0,20819,20.208370464428846,8,0.13119055428009183,6.154344527324717
Disco Day,DAY6 (데이식스),The DECADE,14,0,1,0,0,20133,19.872642005677054,14,0.22958346999016072,6.122501030696228
비비드라라러브,이찬혁,EROS,3,0,1,0,0,20694,20.147612276908994,3,0.04919645785503444,6.078721203571222
10월 4일,아이유,꽃갈피 셋,34,0,2,0,0,17650,18.6068868705322,34,0.5575598556903902,5.972357960142933
My Way,DAY6 (데이식스),The DECADE,3,0,1,0,0,18943,19.276391666296718,3,0.04919645785503444,5.817355020387539
내가 널 지켜줄게,폴킴,내가 널 지켜줄게 (나의 완벽한 비서 OST Special Track),3,0,1,0,0,13811,16.459397166091357,3,0.04919645785503444,4.9722566703259305
BURNING UP,MEOVV (미야오),BURNING UP,8,0,2,0,0,12495,15.655591922374832,8,0.13119055428009183,4.788510964708514
우리들의 순간,브라운 아이드 소울,Soul Tricycle,17,0,2,0,0,11835,15.236509732299353,17,0.2787799278451951,4.766098869181443
딱 1년만 (Feat. 10CM),BIG Naughty (서동현),딱 1년만,7,0,1,0,0,12285,15.52347486046403,7,0.11479173499508036,4.737396672635765
Storm,김보경 (NEON),Storm,18,0,2,0,0,11016,14.699864309109195,18,0.29517874713020664,4.616584415723903
보고싶지 않은 니가 보고싶다,임창정,보고싶지 않은 니가 보고싶다,1,0,1,0,0,8635,13.014651198884808,1,0.016398819285011478,3.9158745331649505
당신을 위하여,이보람 (씨야),당신을 위하여,6,0,2,0,0,7758,12.336053662259266,6,0.09839291571006888,3.7696911396748276
