title,artist,album,total_base_score,total_bonus_score,chart_in_weeks,top1_count,top10_count,max_likes,like_score,raw_music_score,normalized_music_score,total_score
슬픈 초대장,순순희(지환),슬픈 초대장,3546,0,56,0,0,78871,39.33326842431507,3546,58.1502131846507,52.50512975655001
FAMOUS,ALLDAY PROJECT,FAMOUS,2142,666,22,5,22,130906,50.673527619177314,2808,46.04788455231223,52.43557747237175
How Sweet,NewJeans,How Sweet,3112,0,56,0,0,157076,55.50808937763354,3112,51.03312561495572,52.37561474375906
Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2488,0,56,0,0,315189,78.62974884056855,2488,40.80026238110856,52.14910831894656
I AM,IVE (아이브),I've IVE,2722,0,56,0,0,238148,68.3478458987828,2722,44.63758609380125,51.750664035295706
다정히 내 이름을 부르면,경서예지,다정히 내 이름을 부르면 (경서예지 x 전건호),2675,0,56,0,0,222935,66.1287769531613,2675,43.86684158740571,50.54542219713238
Magnetic,아일릿(ILLIT),SUPER REAL ME,3007,0,56,0,0,144866,53.30704351614393,3007,49.31124959002952,50.509987767863834
사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2603,0,56,0,0,235807,68.01108586225921,2603,42.68612659888488,50.28361437789718
나는 아픈 건 딱 질색이니까,i-dle (아이들),2,2839,0,56,0,0,175449,58.664694160922316,2839,46.556247950147586,50.188781813380004
사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2577,0,56,0,0,237234,68.21656202161358,2577,42.25975729747458,50.046798714716275
에피소드,이무진,에피소드,2924,0,56,0,0,141342,52.65468008197486,2924,47.950147589373564,49.361507337153945
헤어지자 말해요,박재정,1집 Alone,2618,0,56,0,0,193509,61.61010466547609,2618,42.93210888816005,48.53550762135486
비의 랩소디,임재현,비의 랩소디,2981,0,56,0,0,109481,46.34156967644679,2981,48.88488028861922,48.121887104967485
DRIP,BABYMONSTER,DRIP,3145,0,54,0,0,72853,37.8028969473104,3145,51.5742866513611,47.44286974014588
Supersonic,프로미스나인,Supersonic,2890,0,56,0,0,91808,42.436702052500145,2890,47.39258773368317,45.90582202932826
어제보다 슬픈 오늘,우디 (Woody),어제보다 슬픈 오늘,2913,27,34,0,27,83643,40.505701959153285,2940,48.21252869793375,45.90048067629961
청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,2888,0,56,0,0,72191,37.630751476546735,2888,47.359790095113155,44.441078509543225
인사,범진,인사,2372,0,56,0,0,162458,56.45103559449183,2372,38.89799934404723,44.16391021918061
Small girl (feat. 도경수(D.O.)),이영지,16 Fantasy,2275,0,52,0,0,170820,57.88562423273853,2275,37.307313873401114,43.480806981202335
"무제(無題) (Untitled, 2014)",G-DRAGON,권지용,1675,0,48,0,0,324485,79.78085292742824,1675,27.46802230239423,43.16187148990443
Ditto,NewJeans,NewJeans 'OMG',1698,0,53,0,0,311055,78.112395314465,1698,27.845195145949493,42.92535519650414
Flower,오반(OVAN),교회오빠,2661,1,36,0,1,85049,40.844724217690136,2662,43.65365693670056,42.81097712099743
봄날,방탄소년단,YOU NEVER WALK ALONE,1032,0,49,0,0,509797,100.0,1032,16.923581502131846,41.846507051492296
ATTITUDE,IVE (아이브),IVE EMPATHY,2546,3,42,0,3,70640,37.22431439380122,2549,41.80059035749426,40.427707568386346
Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,1711,0,56,0,0,230706,67.27145282169295,1711,28.05837979665464,39.82230170416614
시작의 아이,마크툽 (MAKTUB),시작의 아이 ハジマリのコ (Starting With You),2334,32,30,0,14,85144,40.86752969360935,2366,38.79960642833716,39.419983407918814
Mantra,제니 (JENNIE),Mantra,2304,4,44,0,4,80592,39.760087276052786,2308,37.8484749098065,38.42195861968038
Never Ending Story,아이유,꽃갈피 셋,2167,25,26,0,7,85617,40.98088805956463,2192,35.94621187274516,37.456614728790996
취중고백,김민석 (멜로망스),취중고백,1556,0,56,0,0,205172,63.439595945690385,1556,25.51656280747786,36.89347274894162
너와의 모든 지금,재쓰비 (JAESSBEE),너와의 모든 지금,1991,6,39,0,6,100103,44.31236289799057,1997,32.74844211216792,36.217618347914716
Sticky,KISS OF LIFE,Sticky,1910,0,51,0,0,95622,43.309211188394194,1910,31.321744834371923,34.9179847405786
첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',953,5,17,0,5,322903,79.58613279992858,958,15.710068875040998,34.87288805250727
HOT,LE SSERAFIM (르세라핌),HOT,2131,0,36,0,0,50703,31.536841144701356,2131,34.94588389635946,33.923171070862026
MY LOVE(2025),이예은,MY LOVE(2025),2226,0,36,0,0,39343,27.780182770422346,2226,36.50377172843555,33.88669504103159
사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',781,0,29,0,0,342976,82.02254260432026,781,12.807477861593966,33.57199728441186
Dirty Work,aespa,Dirty Work,1898,60,22,0,13,68420,36.63472174060553,1958,32.10888816005248,33.466638234218394
미안해 미워해 사랑해,Crush,눈물의 여왕 OST Part.4,1635,0,40,0,0,115261,47.549127673224014,1635,26.81206953099377,33.03318697366284
Dynamite,방탄소년단,Dynamite (DayTime Version),372,0,19,0,0,466632,95.6728301419279,372,6.10036077402427,32.97210158439536
Armageddon,aespa,Armageddon - The 1st Album,1671,0,44,0,0,97196,43.66420511509986,1671,27.402427025254184,32.280960452207886
사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,1547,0,56,0,0,115357,47.56892520306059,1547,25.368973433912757,32.0289589646571
I DO ME,KiiiKiii (키키),UNCUT GEM,1772,0,35,0,0,69391,36.89376145190447,1772,29.058707773040343,31.409223876699578
Blue Valentine,NMIXX,Blue Valentine,565,500,6,5,5,113724,47.23103097537242,1065,17.464742538537227,31.394629069587783
미치게 그리워서,황가람,미치게 그리워서,2020,0,41,0,0,37552,27.140503383918052,2020,33.12561495572319,31.330081484181644
녹아내려요,DAY6 (데이식스),Band Aid,1467,0,37,0,0,103419,45.0403264209481,1467,24.057067891111842,30.352045450062718
우리들의 블루스,임영웅,IM HERO,1211,0,56,0,0,125417,49.599759005323726,1211,19.8589701541489,28.781206809501345
WICKED,ALLDAY PROJECT,FAMOUS,1586,5,22,0,5,58821,33.96781128776291,1591,26.090521482453266,28.45370842404616
HANDS UP,MEOVV (미야오),MY EYES OPEN VVIDE,1735,0,29,0,0,39885,27.97088195901496,1735,28.451951459494918,28.30763060935093
To. X,태연 (TAEYEON),To. X - The 5th Mini Album,909,0,29,0,0,179412,59.32354646893771,909,14.906526730075434,28.231632651734117
시작의 아이 ❍,박다혜,시작의 아이 ❍ ハジマリのコ Starting With You : ♡,1409,13,15,0,13,69898,37.028296870020434,1422,23.319121023286325,27.431873777306556
해야 (HEYA),IVE (아이브),IVE SWITCH,1226,0,38,0,0,94753,43.11196786389969,1226,20.104952443424075,27.00705706956676
눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),818,0,20,0,0,171655,58.026929621900614,818,13.41423417513939,26.798042809167754
TAKE ME,G-DRAGON,Übermensch,1338,0,28,0,0,73987,38.095973091258664,1338,21.94162020334536,26.787926069719347
봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),122,0,11,0,0,358446,83.85196250089068,122,2.0006559527714005,26.556047917207184
빌려온 고양이 (Do the Dance),아일릿(ILLIT),bomb,1413,0,23,0,0,57883,33.69588584832739,1413,23.17153164972122,26.32883790930307
Congratulations,DAY6 (데이식스),The Day,692,0,30,0,0,180735,59.5418732644512,692,11.347982945227944,25.80615004099492
STYLE,Hearts2Hearts (하츠투하츠),STYLE,1336,0,22,0,0,58678,33.92649651227322,1336,21.908822564775335,25.514124749024695
멸종위기사랑,이찬혁,EROS,1042,0,16,0,0,93590,42.846572454046466,1042,17.087569694981962,24.81527052270131
눈사람,정승환,그리고 봄,109,0,12,0,0,309445,77.90998077112448,109,1.7874713020662514,24.62422414278372
SPOT! (feat. JENNIE),지코 (ZICO),SPOT!,815,0,24,0,0,130332,50.56230827142399,815,13.365037717284356,24.524218883526245
number one girl,로제 (ROSÉ),number one girl,1144,0,26,0,0,68897,36.76220209002531,1144,18.760249262053133,24.160835110444786
운명 (2025),먼데이 키즈,먼키의 발자국 Vol.1 With 이이경,1390,3,17,0,3,35761,26.48537885526398,1393,22.84355526402099,23.936102341393884
벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,24,0,3,0,0,314583,78.55412349624899,24,0.3935716628402755,23.84173721286289
XOXZ,IVE (아이브),IVE SECRET,1198,8,13,0,8,55400,32.96524020586675,1206,19.776976057723843,23.733455302166714
클락션 (Klaxon),i-dle (아이들),I SWAY,1104,0,25,0,0,68019,36.527208502518114,1104,18.104296490652676,23.631170094212308
그리워하다,비투비,Brother Act.,6,0,2,0,0,312845,78.3368260586164,6,0.09839291571006888,23.56992285858197
Love 119,RIIZE,Love 119,698,0,22,0,0,135684,51.59001823552375,698,11.446375860938012,23.489468573313733
눈물참기,QWER,"3rd Mini Album '난 네 편이야, 온 세상이 불협일지라도'",1292,0,24,0,0,41917,28.67453993120419,1292,21.18727451623483,23.433454140725637
이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,443,0,43,0,0,182706,59.86565893593734,443,7.264676943260086,23.044971541063262
Attention,NewJeans,NewJeans 1st EP 'New Jeans',115,0,6,0,0,260284,71.45376188916511,115,1.8858642177763203,22.756233519192953
Bubble Gum,NewJeans,How Sweet,668,0,21,0,0,121768,48.87288187862776,668,10.954411282387667,22.329952461259694
Rich Man,aespa,Rich Man - The 6th Mini Album,1063,46,12,0,8,51603,31.815506207321924,1109,18.186290587077732,22.27505527315099
Igloo,KISS OF LIFE,Lose Yourself,1116,0,27,0,0,50023,31.32465014569104,1116,18.301082322072812,22.20815266915828
파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',224,0,14,0,0,213493,64.713245670321,224,3.6733355198425715,21.9853085649861
다시 만날 수 있을까,임영웅,IM HERO,707,0,55,0,0,103422,45.04097968581903,707,11.593965234503116,21.62806956989789
LOVE DIVE,IVE (아이브),LOVE DIVE,4,0,1,0,0,263037,71.83064788193913,4,0.06559527714004591,21.595111058579768
Dash,PLAVE,Caligo Pt.1,921,0,37,0,0,68396,36.628295911619226,921,15.10331256149557,21.560807566532667
LIKE YOU BETTER,프로미스나인,From Our 20's,1050,0,22,0,0,46021,30.04549669594092,1050,17.21876024926205,21.06678118326571
네모의 꿈,아이유,꽃갈피 셋,1017,0,21,0,0,49416,31.134016872739885,1017,16.677599212856677,21.014524510821637
숲,최유리,유영,251,0,11,0,0,185763,60.36441140890886,251,4.116103640537881,20.990595971049174
The Chase,Hearts2Hearts (하츠투하츠),The Chase,999,0,27,0,0,50354,31.42811618932345,999,16.38242046572647,20.89612918280556
미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,246,0,6,0,0,180198,59.45335202734634,246,4.034109544112824,20.65988228908288
봄 사랑 벚꽃 말고,HIGH4 (하이포),봄 사랑 벚꽃 말고,29,0,4,0,0,231314,67.3600377116142,29,0.4755657592653329,20.540907344969995
가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,363,0,50,0,0,148302,53.93551951216078,363,5.9527714004591665,20.34759583396965
THUNDER,세븐틴 (SEVENTEEN),SEVENTEEN 5th Album ‘HAPPY BURSTDAY’,799,0,20,0,0,69751,36.98933992932068,799,13.102656608724173,20.268661604903123
LAST DANCE,BIGBANG (빅뱅),MADE,10,0,5,0,0,229651,67.11746310018158,10,0.1639881928501148,20.250030665049554
Drama,aespa,Drama - The 4th Mini Album,534,0,20,0,0,111905,46.85178137429558,534,8.75696949819613,20.18541306102596
WAY 4 LUV,PLAVE,ASTERUM : 134-1,697,0,15,0,0,83858,40.55772745303787,697,11.429977041653002,20.16830216506846
Good Goodbye,화사 (HWASA),Good Goodbye,480,14,6,0,5,117396,47.98748750697411,494,8.10101672679567,20.0669579608492
크리스마스니까,성시경,Jelly Christmas 2012 HEART PROJECT,201,0,6,0,0,165123,56.91217031034639,201,3.2961626762873073,19.38096496650503
Pump Up The Volume!,PLAVE,Pump Up The Volume!,680,0,15,0,0,72490,37.70860029647558,680,11.151197113807806,19.118418068608136
이렇게 좋아해 본 적이 없어요,BOYNEXTDOOR,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X BOYNEXTDOOR),667,0,23,0,0,74094,38.12351033706118,667,10.938012463102655,19.093661825290212
한번 더 이별,이창섭,한번 더 이별 (첫사랑 엔딩 X 이창섭),993,0,13,0,0,33081,25.473620641745075,993,16.2840275500164,19.040905477535002
yours,데이먼스 이어 (Damons year),yours,17,0,5,0,0,199246,62.5167176546264,17,0.2787799278451951,18.950161245879553
Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',87,0,5,0,0,180610,59.52127951811035,87,1.4266972777959988,18.855071949890306
Boom Boom Bass,RIIZE,RIIZING - The 1st Mini Album,546,0,21,0,0,88426,41.64773162644729,546,8.953755329616268,18.761948218665573
나무,카더가든,나무,76,0,12,0,0,179613,59.35676803440582,76,1.2463102656608724,18.679447596284355
ETA,NewJeans,NewJeans 2nd EP 'Get Up',204,0,10,0,0,148537,53.97823582719739,204,3.3453591341423414,18.535222142058853
우연히 봄,로꼬,냄새를 보는 소녀 OST Part.2,6,0,1,0,0,183969,60.07222059292962,6,0.09839291571006888,18.090541218875934
"바이, 썸머",아이유,"바이, 썸머",731,0,11,0,0,52066,31.95791735409722,731,11.987536897343391,17.978651034369538
그날이 오면,투모로우바이투게더,언젠가는 슬기로울 전공의생활 OST Part 9,750,0,19,0,0,48326,30.788730846078767,750,12.29911446375861,17.845999378454657
타임캡슐,다비치,타임캡슐,509,81,6,0,5,67376,36.354148283722196,590,9.675303378156773,17.6789568498264
모래 알갱이,임영웅,모래 알갱이,516,0,41,0,0,74106,38.12659738596191,516,8.461790751065923,17.361232741534717
살기 위해서,순순희,살기 위해서,836,0,24,0,0,33323,25.56662543485057,836,13.709412922269596,17.26657667604389
밤양갱,비비 (BIBI),밤양갱,44,0,4,0,0,153201,54.81913296450451,44,0.7215480485405051,16.950823523329706
사랑하게 될 거야,한로로,이상비행,185,0,4,0,0,124259,49.370245792408234,185,3.033781567727124,16.934720835131458
body,다영 (DAYOUNG),"gonna love me, right?",668,0,9,0,0,47146,30.410515928019226,668,10.954411282387667,16.791242676077133
123-78,BOYNEXTDOOR,No Genre,461,0,17,0,0,71586,37.472736594404275,461,7.559855690390292,16.533719961594485
Spicy,aespa,MY WORLD - The 3rd Mini Album,18,0,3,0,0,149176,54.09421728765804,18,0.29517874713020664,16.434890309288555
퀸카 (Queencard),i-dle (아이들),I feel,3,0,1,0,0,151888,54.58371542229078,3,0.04919645785503444,16.409552147185757
Get A Guitar,RIIZE,Get A Guitar,82,0,5,0,0,122290,48.97752497738803,82,1.3447031813709411,15.634549720176066
꿈의 버스,DAY6 (데이식스),The DECADE,574,0,12,0,0,46180,30.097354704434608,574,9.412922269596589,15.618252000047994
Love Lee,AKMU (악뮤),Love Lee,12,0,3,0,0,134506,51.36557937704561,12,0.19678583142013775,15.547423895107778
온기,임영웅,온기,486,0,31,0,0,50939,31.61015094881583,486,7.969826172515579,15.061923605405653
우리 영화,PLAVE,ASTERUM : 134-1,378,0,14,0,0,64781,35.64718057935384,378,6.198753689734339,15.033281756620188
비행기,거북이,거북이 사요!!,8,0,2,0,0,125538,49.62367970182577,8,0.13119055428009183,14.978937298543796
Cherish (My Love),아일릿(ILLIT),I’LL LIKE YOU,517,0,17,0,0,46103,30.07225224492694,517,8.478189570350935,14.956408372723736
Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,2,0,1,0,0,125749,49.665365089736326,2,0.032797638570022956,14.922567873919913
Hollywood Action,BOYNEXTDOOR,The Action,403,0,5,0,0,59276,34.09893436541319,403,6.608724171859626,14.855787229925696
네모네모,YENA (최예나),네모네모,499,0,17,0,0,46848,30.314254320855593,499,8.183010823220728,14.822383872511185
무지개,임영웅,IM HERO,174,0,21,0,0,87269,41.374366961877804,174,2.8533945555919975,14.40968627747774
Pookie,FIFTY FIFTY,Day & Night,536,0,15,0,0,38132,27.349296178788535,536,8.789767136766152,14.357625849372866
Fly Up,RIIZE,ODYSSEY - The 1st Album,421,0,16,0,0,50837,31.578487085538065,421,6.903902918989832,14.306278168954302
여름이었다,H1-KEY (하이키),H1-KEY 4th Mini Album [Lovestruck],605,0,16,0,0,29653,24.11768847117012,605,9.921285667431945,14.180206508553397
굿데이 2025 (텔레파시 + 달빛 창가에서),G-DRAGON,굿데이 2025 (텔레파시 + 달빛 창가에서),402,0,12,0,0,48191,30.7456961904586,402,6.592325352574615,13.838336603939808
Must Have Love,SG 워너비,SG워너비 & 브라운아이드걸스 싱글,88,0,4,0,0,91690,42.40942152732424,88,1.4430960970810103,13.732993726153978
SPAGHETTI (feat. j-hope of BTS),LE SSERAFIM (르세라핌),SPAGHETTI,373,3,4,0,3,49850,31.270436503798415,376,6.165956051164316,13.697300186954545
"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴 (SEVENTEEN),SEVENTEEN 12th Mini Album ‘SPILL THE FEELS',223,0,7,0,0,69076,36.80992670497088,223,3.65693670055756,13.602833701881554
DRAMA,G-DRAGON,Übermensch,405,0,11,0,0,44378,29.504293877648685,405,6.641521810429649,13.500353430595359
영원해,도경수(D.O.),언젠가는 슬기로울 전공의생활 OST Part 6,368,0,16,0,0,47531,30.534431460541477,368,6.034765496884225,13.384665285981399
0+0,한로로,자몽살구클럽,4,0,1,0,0,92996,42.71038602499544,4,0.06559527714004591,12.859032501496664
From,PLAVE,ASTERUM : 134-1,273,0,14,0,0,53219,32.30983328864478,273,4.476877664808134,12.826764351959127
RIZZ,PLAVE,Caligo Pt.1,294,0,13,0,0,49400,31.128976151121364,294,4.821252869793375,12.713569854191771
MAESTRO,세븐틴 (SEVENTEEN),SEVENTEEN BEST ALBUM ‘17 IS RIGHT HERE',11,0,2,0,0,89412,41.879285827853465,11,0.18038701213512628,12.690056656850627
Home,임영웅,온기,264,0,26,0,0,52234,32.009434718040296,264,4.329288291243031,12.63333221928221
달리 표현할 수 없어요,로이킴,달리 표현할 수 없어요,347,3,4,0,3,40219,28.08775293571254,350,5.739586749754018,12.444036605541573
Hug (포옹),RIIZE,Hug (포옹),210,0,9,0,0,56406,33.26319898433816,210,3.44375204985241,12.389586130198134
London Boy,임영웅,Polaroid,87,0,16,0,0,72331,37.667222459594804,87,1.4266972777959988,12.298854832335639
내가 S면 넌 나의 N이 되어줘,TWS (투어스),TWS 2nd Mini Album ‘SUMMER BEAT!’,98,0,5,0,0,70572,37.20639350736562,98,1.6070842899311248,12.286877055161472
가만히 눈을 감고,DK(디셈버),가만히 눈을 감고,521,0,11,0,0,21937,20.743879448491924,521,8.543784847490981,12.203813227791263
별별별 (See that?),NMIXX,Fe3O4: STICK OUT,198,0,7,0,0,54610,32.72935528835535,198,3.2469662184322727,12.091682939409196
I Feel Good,BOYNEXTDOOR,No Genre,195,0,9,0,0,53503,32.3959283244935,195,3.197769760577238,11.957217329752115
봄 그리고 너,마틴스미스,봄 그리고 너,59,0,5,0,0,70161,37.09789327293963,59,0.9675303378156773,11.806639218352862
청바지,부석순 (SEVENTEEN),부석순 2nd Single Album 'TELEPARTY',253,0,13,0,0,44752,29.628358217568522,253,4.148901279107904,11.79273836064609
Island,PLAVE,Caligo Pt.1,218,0,13,0,0,48096,30.715376400055742,218,3.5749426041325028,11.717072742909474
Chroma Drift,PLAVE,Caligo Pt.1,183,0,10,0,0,52001,31.93796274499199,183,3.0009839291571008,11.682077573907566
순간을 영원처럼,임영웅,IM HERO 2,201,0,12,0,0,48629,30.88510141388173,201,3.2961626762873073,11.572844297565634
천국보다 아름다운,임영웅,천국보다 아름다운,232,0,28,0,0,44744,29.625709872694628,232,3.804526074122663,11.550881213694252
INSIDE OUT,DAY6 (데이식스),The DECADE,305,0,10,0,0,36088,26.60619497340413,305,5.001639881928501,11.483006409371189
Watch Me Woo!,PLAVE,ASTERUM : 134-1,160,0,14,0,0,52407,32.062398827603914,160,2.6238110856018366,11.455387408202458
ONE MORE TIME,ALLDAY PROJECT,ALLDAY PROJECT,97,1,1,0,1,60257,34.379940058478134,98,1.6070842899311248,11.438941020495227
LOVE ATTACK,RESCENE (리센느),SCENEDROME,218,0,11,0,0,44201,29.445396703102205,218,3.5749426041325028,11.336078833823413
FOCUS,Hearts2Hearts (하츠투하츠),FOCUS - The 1st Mini Album,235,0,5,0,0,41569,28.555262102468014,235,3.8537225319776978,11.264184403124792
Do or Die,임영웅,Do or Die,124,0,17,0,0,54346,32.65014802025259,124,2.0334535913414236,11.218461920014773
Polaroid,임영웅,Polaroid,50,0,11,0,0,62945,35.13839990863781,50,0.819940964250574,11.115478647566743
인생찬가,임영웅,IM HERO,33,0,11,0,0,64822,35.65845937425536,33,0.5411610364053788,11.076350537760373
12:32 (A to T),PLAVE,Caligo Pt.1,169,0,11,0,0,46267,30.125692055717934,169,2.7714004591669403,10.977687938132238
달랐을까,PLAVE,나의 해리에게 OST Part.4,215,0,6,0,0,40779,28.282620626482736,215,3.525746146277468,10.952808490339049
짧은 치마 (Miniskirt),AOA,짧은 치마,1,0,1,0,0,66793,36.19652155856174,1,0.016398819285011478,10.87043564106803
Sweet Dreams (feat. Miguel),j-hope,Sweet Dreams (feat. Miguel),198,0,11,0,0,40906,28.326627352552297,198,3.2469662184322727,10.77086455866828
Merry & Happy,TWICE (트와이스),Merry & Happy,1,0,1,0,0,65240,35.77324512867804,1,0.016398819285011478,10.74345271210292
earthquake,지수 (JISOO),AMORTAGE,260,0,12,0,0,32805,25.367132848261033,260,4.2636930141029845,10.594724964350398
오래된 노래,허각,오래된 노래,179,0,9,0,0,40020,28.01817892800048,179,2.9353886520170547,10.460225734812083
마음 따라 뛰는 건 멋지지 않아?,TWS (투어스),TWS 3rd Mini Album ‘TRY WITH US’,182,0,14,0,0,39250,27.747329587206448,182,2.9845851098720892,10.413408453072396
IBELONGIIU,G-DRAGON,Übermensch,193,0,6,0,0,37928,27.276040927602395,193,3.1649721220072156,10.398292763685768
버추얼 아이돌,PLAVE,ASTERUM : 134-1,88,0,11,0,0,48849,30.954885439161046,88,1.4430960970810103,10.29663289970502
1999,마크 (MARK),The Firstfruit - The 1st Album,87,0,5,0,0,48210,30.751756561272337,87,1.4266972777959988,10.2242150628389
연애편지,임영웅,IM HERO,1,0,1,0,0,58440,33.85762308069811,1,0.016398819285011478,10.168766097708941
춘몽,현서 (HYUN SEO),춘몽,79,0,7,0,0,44925,29.68557087678143,79,1.2955067235159068,9.812525969495562
