title,artist,album,total_base_score,total_bonus_score,chart_in_weeks,top1_count,top10_count,max_likes,like_score,raw_music_score,normalized_music_score,total_score
어푸 (Ah puh),아이유,IU 5th Album 'LILAC',1998,0,35,0,0,142443,52.859258456701774,1998,34.92396434189827,40.30455257633932
On The Ground,로제 (ROSÉ),R,1830,15,30,0,6,174761,58.54944341762928,1845,32.24960671211326,40.139557723768064
When We Disco (Duet with 선미),박진영,When We Disco,2178,3,38,0,3,83875,40.561758685568314,2181,38.12270582066073,38.854421680133
낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,1616,24,17,0,15,199867,62.61394353404137,1640,28.666317077434016,38.85060501441622
"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3,1719,26,31,0,7,150868,54.40002220020978,1745,30.501660548855096,37.671169044261504
비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,1797,0,23,0,0,135670,51.58725542242275,1797,31.410592553749346,37.46359141435136
이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),1870,5,33,0,5,117730,48.05560867159034,1875,32.77399056109072,37.35847599424061
Downtown Baby,블루 (BLOO),Downtown Baby,1440,0,38,0,0,207086,63.734690345633695,1440,25.170424750917668,36.73970442933248
상상더하기,라붐 (LABOUM),Fresh Adventure,1715,1,27,0,1,138016,52.031366103322604,1716,29.994756161510228,36.60573914405394
안녕 (Hello),조이 (JOY),안녕 (Hello) - Special Album,1675,0,25,0,0,145782,53.4752055266303,1675,29.278098234574372,36.53723042219115
우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,1620,0,39,0,0,153723,54.912338131784274,1620,28.31672784478238,36.29541093088295
Coin,아이유,IU 5th Album 'LILAC',1733,7,29,0,7,125201,49.55693168478009,1740,30.414263240692186,36.15706377391855
안녕,폴킴,호텔 델루나 OST Part.10,1281,0,38,0,0,224279,66.32768137746996,1281,22.39119035133718,35.57213765917701
마리아 (Maria),화사 (HWASA),María,1449,0,30,0,0,162432,56.446407440163696,1449,25.32773990561091,34.66334016597675
DON'T TOUCH ME,환불원정대,DON'T TOUCH ME,1409,24,23,0,5,151502,54.51420630704759,1433,25.048068519489604,33.887909855757
strawberry moon,아이유,strawberry moon,496,321,5,3,5,238516,68.4004988554934,817,14.280720153819262,33.516653764321504
좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,1597,7,19,0,7,99239,44.12062948680781,1604,28.037056458661073,32.86212836710509
거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,1632,0,36,0,0,93028,42.71764993905271,1632,28.52648138437336,32.78383195077716
라라라,SG 워너비,My Friend,1577,5,26,0,5,100974,44.504639838666414,1582,27.652508302744277,32.70814776352092
Alcohol-Free,TWICE (트와이스),Taste of Love,1567,4,24,0,4,98012,43.847025406945704,1571,27.46023422478588,32.37627157943382
치맛바람 (Chi Mat Ba Ram),브레이브걸스,Summer Queen,1550,6,23,0,6,96822,43.58003102339203,1556,27.19804230029715,32.11263891722562
서면역에서,순순희,서면역에서,1707,0,35,0,0,65780,35.920919482634986,1707,29.837441006816988,31.662484549562386
딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),1646,3,30,0,3,69793,37.00040209057426,1649,28.82363223212725,31.27666318966135
아무노래,지코 (ZICO),아무노래,729,0,28,0,0,282212,74.40262337014258,729,12.74252753015207,31.24055628214922
홀로,이하이,홀로,1181,0,27,0,0,158663,55.78768515152903,1181,20.643244188079006,31.186576477114013
혼술하고 싶은 밤,벤,혼술하고 싶은 밤,1567,0,30,0,0,72497,37.71034694760995,1567,27.390316378255548,30.486325549061867
DUMB DUMB,전소미,DUMB DUMB,1296,4,16,0,4,106217,45.64545345981805,1300,22.723300122356232,29.599946123594776
다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가,711,0,23,0,0,246812,69.57987529040066,711,12.427897220765601,29.57349064165612
Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,1190,5,14,0,5,125291,49.57474033888894,1195,20.887956650935152,29.493991757321286
아이와 나의 바다,아이유,IU 5th Album 'LILAC',828,0,18,0,0,210527,64.26202567242056,828,14.472994231777662,29.409703663970532
하루만 더,빅마마,하루만 더,1522,0,22,0,0,63601,35.32095866158065,1522,26.603740604789373,29.218906021826754
밤편지,아이유,밤편지,52,0,9,0,0,455663,94.54147918748784,52,0.9089320048942492,28.998696159672324
Savage,aespa,Savage - The 1st Mini Album,689,182,7,1,7,168720,57.52859847149274,871,15.224611081978676,28.915807298832895
I CAN’T STOP ME,TWICE (트와이스),Eyes wide open,1400,0,28,0,0,73873,38.066537755713135,1400,24.471246285614402,28.549833726644017
주저하는 연인들을 위해,잔나비,전설,20,0,4,0,0,453242,94.28998877054715,20,0.34958923265163433,28.53170909402029
가을밤에 든 생각,잔나비,잔나비 소곡집 l,905,0,21,0,0,171932,58.07361591739909,905,15.818912777486455,28.495323719460245
사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,1326,0,33,0,0,80159,39.653055301608745,1326,23.177766124803355,28.120352877844972
눈누난나 (NUNU NANA),제시 (Jessi),NUNA,1150,0,25,0,0,104542,45.284117912730096,1150,20.101380877468973,27.656201988047307
내사람,SG 워너비,The Precious History,1284,4,22,0,4,80016,39.61766989202093,1288,22.51354658276525,27.644783575541954
비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),1161,0,16,0,0,95503,43.282169099049526,1161,20.293654955427375,27.19020919851402
사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,540,4,6,0,4,237239,68.21714707979561,544,9.508827128124455,27.1213231136258
ON,방탄소년단,MAP OF THE SOUL : 7,505,0,21,0,0,247691,69.70366658187437,505,8.827128124453768,27.090089661679947
고백,멜로망스,세 번째 '고백',986,0,12,0,0,126190,49.75227915058049,986,17.23474916972557,26.990008163982047
상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)",MSG워너비 TOP 8 경연곡,1301,3,21,0,3,65602,35.8722857413534,1304,22.79321796888656,26.71693830062661
가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2,1280,0,21,0,0,67766,36.45914132840276,1280,22.373710889704597,26.599340021314042
사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,777,0,22,0,0,163068,56.55680699927249,777,13.581541688515994,26.474121281742942
비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),비 오는 날 듣기 좋은 노래,871,0,19,0,0,132062,50.89667897902979,871,15.224611081978676,25.926231451094008
나를 아는 사람,MSG워너비(정상동기),MSG워너비 1집,1184,13,19,0,4,70620,37.218971433216105,1197,20.922915574200314,25.81173233190505
너를 생각해,주시크 (Joosiq),너를 생각해,668,1,9,0,1,171903,58.06871803368951,669,11.693759832197168,25.606247292644866
처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,879,0,25,0,0,118001,48.1108859339122,879,15.364446775039328,25.18837852270119
첫눈처럼 너에게 가겠다,에일리(Ailee),도깨비 OST Part.9,14,0,3,0,0,351174,82.99686486395224,14,0.24471246285614404,25.070358183184972
Freak (Prod. Slom),릴보이 (lIlBOI),쇼미더머니 9 Episode 1,1025,2,17,0,2,88296,41.61702440392392,1027,17.951407096661423,25.051092288840174
마.피.아. In the morning,ITZY (있지),GUESS WHO,1124,0,19,0,0,70371,37.15329805852044,1124,19.64691487502185,24.898829830071428
"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,128,100,2,1,1,238900,68.45553757066774,228,3.985317252228631,24.326383347760366
시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),1014,0,12,0,0,79617,39.51876963740997,1014,17.72417409543786,24.262552758029493
벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,53,0,3,0,0,314577,78.5532202793633,53,0.9264114665268309,24.214454110377773
"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),쇼미더머니 9 Final,900,2,16,0,2,98009,43.846354356039676,902,15.766474392588709,24.190438381624
고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각),1176,0,23,0,0,52442,32.073040559288934,1176,20.5558468799161,24.01100498372795
비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비),22,0,5,0,0,306791,77.57500600864424,22,0.38454815591679775,23.54168551173503
이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),784,0,24,0,0,109912,46.43260672644438,784,13.703897919944067,23.52251056189416
시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,262,0,17,0,0,230215,67.19969764859877,262,4.579618947736409,23.365642557995116
Panorama,IZ*ONE (아이즈원),One-reeler / Act IV,734,0,23,0,0,112678,47.01322840482687,734,12.82992483831498,23.084915908268545
Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,169,0,9,0,0,247493,69.67580104533316,169,2.95402901590631,22.97056062473436
"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),쇼미더머니 9 Episode 3,922,2,16,0,2,71726,37.50928764145852,924,16.151022548505505,22.558502076391406
미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,370,1,9,0,1,180199,59.45340037225366,371,6.484880265687817,22.375436297657572
Gone,로제 (ROSÉ),R,585,1,12,0,1,129255,50.352865012126315,586,10.242964516692886,22.275934665322914
찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,622,0,9,0,0,118973,48.308629490553315,622,10.872225135465827,22.103146441992074
봄 안녕 봄,아이유,IU 5th Album 'LILAC',786,1,15,0,1,86435,41.1761112425389,787,13.75633630484181,21.98226878615094
그냥 안아달란 말야,다비치,그냥 안아달란 말야,1017,1,20,0,1,51141,31.67270226817343,1018,17.794091941968187,21.95767503982976
화(火花),i-dle (아이들),I burn,722,0,13,0,0,96026,43.40051966406441,722,12.620171298724001,21.854275808326122
봄 사랑 벚꽃 말고,HIGH4 (하이포),봄 사랑 벚꽃 말고,98,0,6,0,0,231314,67.35990558090428,98,1.7129872399930084,21.40706274226639
뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,쇼미더머니 9 Episode 3,808,0,16,0,0,72740,37.77349403201307,808,14.123404999126027,21.21843170899214
우린 어쩌다 헤어진 걸까,허각,Hello,922,0,30,0,0,55520,33.00085858628036,922,16.116063625240344,21.181502113552348
소확행,임창정,힘든 건 사랑이 아니다,896,0,28,0,0,57859,33.688833386947515,896,15.661597622793218,21.069768352039507
색안경 (STEREOTYPE),STAYC(스테이씨),STEREOTYPE,703,0,11,0,0,85822,41.0298402410674,703,12.288061527704947,20.91059514171368
가을 타나 봐,바이브,가을 타나 봐,204,0,7,0,0,190694,61.160217991398014,204,3.56581017304667,20.844132518552072
살다가,SG 워너비,살다가,718,0,16,0,0,78924,39.346404675468904,718,12.550253452193672,20.58909881917624
"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",937,0,24,0,0,44052,29.395667453150516,937,16.37825554972907,20.2834791207555
그때 그 아인,김필,이태원 클라쓰 OST Part.6,262,0,16,0,0,161250,56.2406552633883,262,4.579618947736409,20.077929842431974
리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Episode 3,72,0,1,0,0,204326,63.308544204285155,72,1.2585212375458836,19.873528127567663
가을 타나 봐,이무진,가을 타나 봐 (REVIBE Vol.4),757,0,10,0,0,63430,35.27344408506657,757,13.23195245586436,19.844399944625025
크리스마스니까,성시경,Jelly Christmas 2012 HEART PROJECT,226,0,7,0,0,165123,56.91205867374819,226,3.950358328963468,19.838868432398886
내가 저지른 사랑,임창정,I'M,2,0,1,0,0,220667,65.79141177761257,2,0.03495892326516343,19.761894779569385
노래방에서,장범준,장범준 3집,19,0,3,0,0,213224,64.67233679518559,19,0.3321097710190526,19.63417787826901
쉬어 (Feat. MINO) (Prod. GRAY),아넌딜라이트(Anandelight),쇼미더머니 10 Episode 1,242,120,3,1,2,114127,47.314549683401395,362,6.327565110994582,19.623660482716623
덤디덤디 (DUMDi DUMDi),i-dle (아이들),덤디덤디 (DUMDi DUMDi),370,0,17,0,0,128589,50.22297325585164,370,6.467400804055234,19.59407253959416
What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album,481,0,15,0,0,105595,45.51160878870533,481,8.407621045271805,19.538817368301864
놓아줘 (with 태연),Crush,with HER,701,1,17,0,1,66087,36.00464466829451,702,12.270582066072365,19.390800846739005
Flu,아이유,IU 5th Album 'LILAC',651,1,13,0,1,72797,37.78829103179252,652,11.39660898444328,19.31411359864805
함께 했는데 이별은 나 혼자인 거야,이소정,함께 했는데 이별은 나 혼자인 거야,724,0,21,0,0,61851,34.83163599812866,724,12.655130221989165,19.30808195483101
맛 (Hot Sauce),NCT DREAM,맛 (Hot Sauce) - The 1st Album,275,0,9,0,0,143752,53.10158181197318,275,4.806851948959972,19.295270907863934
여전히 아름다운지,세븐틴 (SEVENTEEN),슬기로운 의사생활 시즌2 OST Part 8,620,0,15,0,0,77160,38.90421170494358,620,10.837266212200664,19.257349860023538
뻔한남자,이승기,뻔한남자,854,1,18,0,1,42715,28.946143829592526,855,14.944939695857368,19.145300935977914
Rock with you,세븐틴 (SEVENTEEN),SEVENTEEN 9th Mini Album 'Attacca',268,0,5,0,0,141004,52.591581014774306,268,4.684495717531901,19.05662130670462
나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,사춘기집Ⅱ 꽃 본 나비,102,0,5,0,0,179125,59.27596215471978,102,1.782905086523335,19.03082220698227
I'm Not Cool,현아,I’m Not Cool,826,0,16,0,0,43697,29.27698304560966,826,14.438035308512498,18.889719629641647
Black Mamba,aespa,Black Mamba,352,0,19,0,0,116572,47.81868557506462,352,6.152770494668764,18.65254501878752
하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,118,0,6,0,0,166325,57.11882651463929,118,2.0625764726446425,18.579451485243034
Blue & Grey,방탄소년단,BE,308,0,12,0,0,122860,49.091439368999595,308,5.383674182835168,18.496003738684497
너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1,41,0,3,0,0,182291,59.79751329772828,41,0.7166579269358504,18.44091453817358
도망가자 (Run With Me),선우정아,Serenade,5,0,2,0,0,190767,61.17192331172813,5,0.08739730816290858,18.412755109232474
별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),Red Moon : Ode To The Stars,627,0,23,0,0,65042,35.71884884595079,627,10.959622443628735,18.38739036432535
Black Swan,방탄소년단,MAP OF THE SOUL : 7,7,0,1,0,0,187505,60.64666684434966,7,0.12235623142807202,18.279649415304547
00:00 (Zero O’Clock),방탄소년단,MAP OF THE SOUL : 7,25,0,3,0,0,181548,59.6755245064844,25,0.43698654081454297,18.2085479305155
가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,153,0,7,0,0,148323,53.93923228598432,153,2.674357629785003,18.053820026644797
산책,백예린 (Yerin Baek),선물,236,0,7,0,0,129815,50.46182454448947,236,4.125152945289285,18.026154425049338
문득,BE'O (비오),Bipolar,109,0,2,0,0,157197,55.52935604803836,109,1.905261317951407,17.99248973697749
돌림노래 (Feat. DEAN),아이유,IU 5th Album 'LILAC',527,0,11,0,0,75235,38.41585230695028,527,9.211676280370565,17.97292908834448
좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2,181,0,7,0,0,138949,52.20693813184577,181,3.163782555497291,17.87672922840183
너도 아는,폴킴,너도 아는,618,0,18,0,0,59931,34.286746189488234,618,10.8023072889355,17.847638959101317
친구,방탄소년단,MAP OF THE SOUL : 7,4,0,1,0,0,178996,59.25461400029711,4,0.06991784653032686,17.82532669266036
Into the I-LAND,아이유,I-LAND Part.1 Signal Song,153,0,7,0,0,142954,52.95398722378466,153,2.674357629785003,17.7582465079849
"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),쇼미더머니 9 Final,616,0,14,0,0,59083,34.043310026000675,616,10.767348365670337,17.750136863769438
내 방을 여행하는 법,방탄소년단,BE,293,0,10,0,0,113274,47.13740051315055,293,5.121482258346443,17.726257734787673
에필로그,아이유,IU 5th Album 'LILAC',378,0,9,0,0,96155,43.42966170895654,378,6.607236497115888,17.65396406066808
"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),Rainy day,1,0,1,0,0,174673,58.534700426361056,1,0.017479461632581714,17.572645751051123
Summer Hate (Feat. 비),지코 (ZICO),RANDOM BOX,237,0,7,0,0,121626,48.84428114966443,237,4.142632406921867,17.553127029744637
Pretty Savage,BLACKPINK,THE ALBUM,334,0,14,0,0,101502,44.62084703623906,334,5.838140185282293,17.472952240569324
Wake Up (Prod. 코드 쿤스트),개코,쇼미더머니 10 Episode 1,218,20,3,0,2,115247,47.546146579948115,238,4.1601118685544485,17.175922281972547
사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,93,0,6,0,0,144157,53.17633212620099,93,1.6255899318300997,17.090812590141365
오르골 (Life Is Still Going On),NCT DREAM,Hello Future - The 1st Album Repackage,1,0,1,0,0,164448,56.795615236098115,1,0.017479461632581714,17.050920193972242
Antifreeze,백예린 (Yerin Baek),선물,18,0,1,0,0,160301,56.07491528970156,18,0.3146303093864709,17.042715803480995
고백,10CM,두 번째 '고백',478,0,14,0,0,70336,37.144057553475754,478,8.35518266037406,16.99184512830457
만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),쇼미더머니 10 Episode 3,53,0,1,0,0,148944,54.05203096132139,53,0.9264114665268309,16.8640973149652
고래 (Dive Into You),NCT DREAM,맛 (Hot Sauce) - The 1st Album,75,0,4,0,0,142454,52.86129941560451,75,1.3109596224436286,16.776061560391895
HIP,마마무 (Mamamoo),reality in BLACK,83,0,6,0,0,136727,51.787822735816256,83,1.4507953155042825,16.551903541597873
Don't Call Me,SHINee (샤이니),Don't Call Me - The 7th Album,363,0,12,0,0,82887,40.322153719424904,363,6.345044572627163,16.538177316666484
허리춤,오반(OVAN),허리춤,522,0,15,0,0,57070,33.45834435686272,522,9.124278972207655,16.424498587604173
행복해,송하예,Happy,658,0,21,0,0,39065,27.681806255596413,658,11.501485754238768,16.35558190464606
별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,351,0,22,0,0,82382,40.19913202685436,351,6.135291033036182,16.354443331181635
Hello Future,NCT DREAM,Hello Future - The 1st Album Repackage,62,0,4,0,0,135430,51.54160634150645,62,1.0837266212200665,16.22109053730598
Ice Cream (with Selena Gomez),BLACKPINK,Ice Cream (with Selena Gomez),260,0,7,0,0,96279,43.457655796511446,260,4.544660024471246,16.218558756083304
