title,artist,album,total_base_score,total_bonus_score,chart_in_weeks,top1_count,top10_count,max_likes,like_score,raw_music_score,normalized_music_score,total_score
Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',3649,1,53,0,1,180610,59.521337895628335,3650,83.60054970224462,76.37678616025973
주저하는 연인들을 위해,잔나비,전설,2897,0,53,0,0,453243,94.2903702221254,2897,66.35364177737058,74.73466031079703
사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),3380,0,53,0,0,235806,68.0110083569316,3380,77.41639945029776,74.59478212228791
ETA,NewJeans,NewJeans 2nd EP 'Get Up',3622,1,53,0,1,148537,53.978288768186864,3623,82.98213467704994,74.28098090439101
사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2972,0,53,0,0,342975,82.02250347575702,2972,68.07146129180028,72.2567739469873
Love Lee,AKMU (악뮤),Love Lee,3266,147,53,1,10,134506,51.365629755583484,3413,78.17224003664681,71.13025695232781
Magnetic,아일릿(ILLIT),SUPER REAL ME,2858,377,32,3,14,144865,53.30691181091959,3235,74.09528172240036,70.85877074895612
밤양갱,비비 (BIBI),밤양갱,2781,356,38,3,12,153201,54.81918673023245,3137,71.85066422354558,69.74122097555164
사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,3305,0,53,0,0,115357,47.56897185790083,3305,75.69857993586807,67.25969751247789
천상연,이창섭,천상연 (웹툰 '선녀외전' X 이창섭 (LEE CHANGSUB)),3125,10,37,0,10,145467,53.41755789853928,3135,71.80485570316078,66.28866636177432
퀸카 (Queencard),i-dle (아이들),I feel,3084,0,53,0,0,151888,54.58376895712497,3084,70.6367384333486,65.8208475904815
"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2307,0,53,0,0,438254,92.71814465364217,2307,52.840128263857075,64.8035331807926
Get A Guitar,RIIZE,Get A Guitar,3054,0,53,0,0,122290,48.97757301376038,3054,69.94961062757673,63.65799934343182
Welcome to the Show,DAY6 (데이식스),Fourever,2723,76,33,0,10,198002,62.321310441588174,2799,64.1090242785158,63.57271012743751
SPOT! (feat. JENNIE),지코 (ZICO),SPOT!,2398,337,28,3,12,130332,50.56235786212642,2735,62.643151626202474,62.01891349697966
Spicy,aespa,MY WORLD - The 3rd Mini Album,2836,0,53,0,0,149176,54.0942703424003,2836,64.95648190563445,61.6978184366642
고민중독,QWER,1st Mini Album 'MANITO',2741,19,30,0,19,155783,55.27920896529284,2760,63.215758131012365,60.8347933812965
LOVE DIVE,IVE (아이브),LOVE DIVE,2412,0,53,0,0,263037,71.83071833228853,2412,55.24507558405863,60.220768408527604
취중고백,김민석 (멜로망스),취중고백,2555,0,53,0,0,205171,63.43950356488257,2555,58.52038479157123,59.99612042356463
Love 119,RIIZE,Love 119,2697,9,43,0,9,135684,51.590068834187655,2706,61.978928080623,58.862270306692395
소나기,이클립스 (ECLIPSE),선재 업고 튀어 OST Part 1,2431,23,26,0,23,194169,61.7151423690872,2454,56.20705451213925,57.85948086922363
다정히 내 이름을 부르면,경서예지,다정히 내 이름을 부르면 (경서예지 x 전건호),2350,0,53,0,0,222935,66.128841811207,2350,53.8250114521301,57.51616055985316
Attention,NewJeans,NewJeans 1st EP 'New Jeans',2247,0,52,0,0,260284,71.45383196987078,2247,51.46587265231333,57.46226044758056
Baddie,IVE (아이브),I'VE MINE,2412,266,36,2,12,79560,39.50473705392659,2678,61.33760879523591,56.787747272843106
How Sweet,NewJeans,How Sweet,2274,216,24,0,20,157075,55.507967126802015,2490,57.031607879065504,56.574515653386456
파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',2231,0,53,0,0,213493,64.71330914003627,2231,51.099404489235,55.183575884475374
Dynamite,방탄소년단,Dynamite (DayTime Version),1628,0,53,0,0,466631,95.67282146193341,1628,37.28813559322034,54.80354135383426
OMG,NewJeans,NewJeans 'OMG',2166,0,51,0,0,225437,66.49888851855356,2166,49.61062757672927,54.67710585927655
봄날,방탄소년단,YOU NEVER WALK ALONE,1459,0,53,0,0,509796,100.0,1459,33.41731562070545,53.39212093449382
미안해 미워해 사랑해,Crush,눈물의 여왕 OST Part.4,2398,5,31,0,5,115261,47.54917430864715,2403,55.038937242327066,52.792008362223086
해야 (HEYA),IVE (아이브),IVE SWITCH,2314,38,27,0,11,94753,43.11201014742754,2352,53.87081997251488,50.643177024988674
"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",2250,0,44,0,0,109045,46.24924704298199,2250,51.53458543289052,49.948983915917964
후라이의 꿈,AKMU (악뮤),Love Lee,2075,33,34,0,6,142666,52.90077452928196,2108,48.282180485570315,49.66775869868381
You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],2281,7,36,0,7,82221,40.15995018955983,2288,52.40494732020156,48.731448181009036
Small girl (feat. 도경수(D.O.)),이영지,16 Fantasy,1843,99,20,0,14,170820,57.88568100603201,1942,44.480073293632614,48.50175560735243
Bubble Gum,NewJeans,How Sweet,2070,40,24,0,13,121768,48.87292981236783,2110,48.32798900595511,48.49147124787893
첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',1329,123,20,1,5,322903,79.58621085673342,1452,33.25698579935868,48.1557533165711
MANIAC,VIVIZ (비비지),The 4th Mini Album 'VERSUS',2196,0,42,0,0,73758,38.037008553848416,2196,50.297755382501144,46.61953133390532
HAPPY,DAY6 (데이식스),Fourever,952,443,10,4,9,213257,64.67753147076989,1395,31.95144296839212,45.76926951910545
우리들의 블루스,임영웅,IM HERO,1920,0,53,0,0,125417,49.599807651973244,1920,43.97617956939991,45.66326799417191
Armageddon,aespa,Armageddon - The 1st Album,1988,8,23,0,8,97196,43.66424794025316,1996,45.716903344021986,45.10110672289134
사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,1944,0,44,0,0,80208,39.665289819179655,1944,44.52588181401741,43.06770421556608
슬픈 초대장,순순희(지환),슬픈 초대장,1901,0,28,0,0,78871,39.333307001755,1901,43.540998625744386,42.27869113854757
Kitsch,IVE (아이브),I've IVE,1541,0,35,0,0,167677,57.35067526809927,1541,35.2954649564819,41.912028049967105
꿈,태연 (TAEYEON),웰컴투 삼달리 OST Part.3,1956,0,40,0,0,57778,33.66534275639379,1956,44.800732936326156,41.46011588234644
심(心),DK(디셈버),심(心),1764,0,42,0,0,95293,43.23468389192785,1764,40.40311497938617,41.25258565314867
손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',1400,0,41,0,0,192904,61.51377854212202,1400,32.065964269354104,40.90030855118448
EASY,LE SSERAFIM (르세라핌),EASY,1751,8,28,0,8,76174,38.65495473218659,1759,40.28859367842419,39.79850199455291
After LIKE,IVE (아이브),After LIKE,1121,0,28,0,0,250975,70.1644329445676,1121,25.675675675675674,39.022302856343245
Sticky,KISS OF LIFE,Sticky,1609,10,18,0,10,95621,43.30902720406446,1619,37.08199725148878,38.95010623726148
SHEESH,BABYMONSTER,BABYMONS7ER,1732,1,28,0,1,69477,36.91665279177405,1733,39.6930829134219,38.86015387692754
별 떨어진다 (I Do),도경수(D.O.),기대 - The 2nd Mini Album,1451,0,28,0,0,115868,47.67421421384744,1451,33.23408153916628,37.56612134157063
클락션 (Klaxon),i-dle (아이들),I SWAY,1552,95,17,0,11,68018,36.526975819177835,1647,37.72331653687586,37.36441432156645
"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,1322,0,27,0,0,118979,48.309989760625285,1322,30.279431974347226,35.68859931023064
모래 알갱이,임영웅,모래 알갱이,1473,0,53,0,0,74106,38.1266347799182,1473,33.737975263398994,35.05457311835475
Boom Boom Bass,RIIZE,RIIZING - The 1st Mini Album,1398,0,20,0,0,88425,41.647536978149176,1398,32.02015574896931,34.908370117723265
이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,1050,0,53,0,0,182706,59.865717651217146,1050,24.049473202015577,34.79434653677605
Standing Next to You,정국,GOLDEN,1414,0,27,0,0,83162,40.38910698400719,1414,32.38662391204764,34.787368833635504
해요 (2022),#안녕,해요 (2022),1248,0,32,0,0,110656,46.5896311177407,1248,28.584516720109942,33.98605103939917
음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',1209,0,27,0,0,107749,45.97358935914732,1209,27.691250572606506,33.175952208568745
다시 만날 수 있을까,임영웅,IM HERO,1186,0,53,0,0,103422,45.04102386129078,1186,27.164452588181405,32.527423970114214
녹아내려요,DAY6 (데이식스),Band Aid,845,204,9,2,6,103419,45.040370595779144,1049,24.02656894182318,32.33070943800997
Fast Forward,전소미,GAME PLAN,1215,1,22,0,1,83421,40.45195207308976,1216,27.851580393953274,31.631691897694218
물론,허각,물론,1268,0,29,0,0,72179,37.62766065200411,1268,29.042601923957857,31.61811954237173
홀씨,아이유,The Winning,1274,5,21,0,5,64560,35.58635846085657,1279,29.29454878607421,31.182091688508915
Either Way,IVE (아이브),I'VE MINE,1163,5,19,0,5,85408,40.93087833637609,1168,26.75217590471828,31.00578663421562
WAY 4 LUV,PLAVE,ASTERUM : 134-1,1172,0,36,0,0,83858,40.55776723140761,1172,26.84379294548786,30.957985231263784
"Smoke (Prod. Dynamicduo, Padi)",다이나믹 듀오,스트릿 우먼 파이터2(SWF2) 계급미션,1255,4,21,0,4,65005,35.708792898855776,1259,28.836463582226298,30.898162377215144
사랑할 수밖에,볼빨간사춘기,Merry Go Round,1145,0,22,0,0,88552,41.677434288854165,1145,26.225377920293173,30.860994830861472
청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,1216,0,25,0,0,72191,37.630788384185294,1216,27.851580393953274,30.785342791022877
Smart,LE SSERAFIM (르세라핌),EASY,1289,3,23,0,3,54681,32.75065667728439,1292,29.592304168575357,30.539809921188066
그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),1289,0,35,0,0,54559,32.714100915124725,1289,29.523591387998167,30.480744246136133
Butter,방탄소년단,Butter,439,0,23,0,0,301133,76.85656380564373,439,10.05497022446175,30.095448298816343
APT.,로제 (ROSÉ),APT.,288,200,3,2,2,220554,65.77475779354293,488,11.177278973889143,29.55652261978528
내가 S면 넌 나의 N이 되어줘,TWS (투어스),TWS 2nd Mini Album ‘SUMMER BEAT!’,1109,0,19,0,0,70572,37.20642999880069,1109,25.400824553366924,28.94250618699705
사랑..그게 뭔데,지아,사랑..그게 뭔데,1149,0,29,0,0,58429,33.85446967112839,1149,26.316994961062758,28.578237374082445
MAESTRO,세븐틴 (SEVENTEEN),SEVENTEEN BEST ALBUM ‘17 IS RIGHT HERE',977,0,22,0,0,89412,41.8793269023865,977,22.377462207970684,28.22802161629543
Super Lady,i-dle (아이들),2,1178,0,21,0,0,42672,28.93165564969268,1178,26.981218506642236,27.566349649557367
Off The Record,IVE (아이브),I'VE MINE,989,0,20,0,0,72080,37.60184693456546,989,22.652313330279434,27.13717341156524
Supersonic,프로미스나인,Supersonic,876,3,11,0,3,91806,42.43628143760624,879,20.132844709115897,26.823875727663
오래된 노래,허각,오래된 노래,1148,0,20,0,0,40020,28.018206407781793,1148,26.29409070087036,26.811325412943788
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,734,0,24,0,0,120763,48.67082802443932,734,16.811726981218506,26.36945729418475
Discord,QWER,1st Single Album 'Harmony from Discord',899,0,22,0,0,77314,38.943130476095995,899,20.590929912963812,26.096590081903464
Girls Never Die,tripleS (트리플에스),〈ASSEMBLE24〉,917,0,23,0,0,70518,37.19219254127608,917,21.003206596426935,25.859902379881678
Do or Die,임영웅,Do or Die,996,0,53,0,0,54346,32.650180042995025,996,22.8126431516262,25.763904219036846
벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,120,0,4,0,0,314583,78.55420054087564,120,2.7485112230874944,25.490218018423935
건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],654,0,26,0,0,127207,49.952507476222344,654,14.979386165826844,25.471322558945495
Bubble,STAYC(스테이씨),TEENFRESH,906,0,21,0,0,65267,35.78068195157246,906,20.751259734310583,25.260086399489147
첫눈처럼 너에게 가겠다,에일리(Ailee),도깨비 OST Part.9,4,0,2,0,0,351202,83.00041778949964,4,0.09161704076958314,24.964257265388596
Wife,i-dle (아이들),2,1020,0,17,0,0,37380,27.078302573438602,1020,23.3623453962437,24.47713254940217
Congratulations,DAY6 (데이식스),The Day,410,0,8,0,0,180734,59.54176694029811,410,9.390746678882273,24.436052757307024
무지개,임영웅,IM HERO,748,0,53,0,0,87269,41.37440754119449,748,17.132386623912048,24.404992899096783
Drowning,WOODZ,OO-LI,83,0,2,0,0,295863,76.18107846968543,83,1.9010535959688502,24.185061058083825
Midas Touch,KISS OF LIFE,Midas Touch,875,0,24,0,0,58262,33.80605414095791,875,20.041227668346313,24.17067561012979
잠시라도 우리,성시경,잠시라도 우리,925,0,18,0,0,48566,30.865119018606336,925,21.1864406779661,24.09004418015817
눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),413,0,15,0,0,171655,58.026986533784154,413,9.45945945945946,24.029717581756866
Summer (Feat. BE’O (비오)),Paul Blanco,Summer,434,0,14,0,0,162755,56.502668347752284,434,9.94044892349977,23.909114750775522
UP (KARINA Solo),aespa,SYNK : PARALLEL LINE - Special Digital Single,392,131,4,1,4,118017,48.11428911930835,523,11.978928080622996,23.8195363922286
그리워하다,비투비,Brother Act.,3,0,2,0,0,312845,78.33690289012118,3,0.06871278057718735,23.549169813440386
여행,볼빨간사춘기,Red Diary Page.2,9,0,3,0,0,307130,77.61808223230504,9,0.2061383417315621,23.429721508903604
내 이름 맑음,QWER,2nd Mini Album 'Algorithm's Blossom',559,42,6,0,5,106275,45.65804849496649,601,13.765460375629868,23.333236811430854
그랬나봐,유회승 (엔플라잉),선재 업고 튀어 OST Part 6,863,0,20,0,0,48811,30.94287342731642,863,19.766376546037563,23.11932561042122
어른,Sondia,나의 아저씨 OST Part.2,58,0,7,0,0,273656,73.26630263640598,58,1.3284470911589554,22.909803754733062
크리스마스니까,성시경,Jelly Christmas 2012 HEART PROJECT,340,1,8,0,1,165123,56.91222612889185,341,7.810352725606963,22.540914746592428
봄 사랑 벚꽃 말고,HIGH4 (하이포),봄 사랑 벚꽃 말고,135,0,5,0,0,231313,67.35995817393238,135,3.092075125973431,22.372440040361116
미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,277,0,6,0,0,180198,59.45341033824214,277,6.344480073293633,22.277159152778182
숲,최유리,유영,233,0,23,0,0,185763,60.36447061335711,233,5.336692624828218,21.845026021386886
Shopper,아이유,The Winning,753,0,13,0,0,52998,32.24270936989074,753,17.246907924874026,21.74564835837904
나에게 그대만이,탑현,나에게 그대만이,703,0,21,0,0,61806,34.819065177875196,703,16.101694915254235,21.716905994040523
Accendio,IVE (아이브),IVE SWITCH,734,0,20,0,0,54115,32.58071565490211,734,16.811726981218506,21.542423583323583
Lucky Girl Syndrome,아일릿(ILLIT),SUPER REAL ME,655,0,18,0,0,63706,35.35020664360901,655,15.002290426019242,21.106665291296174
Siren,RIIZE,RIIZING - The 1st Mini Album,588,0,20,0,0,76908,38.84074460378625,588,13.46770499312872,21.07961687632598
Chill Kill,Red Velvet (레드벨벳),Chill Kill - The 3rd Album,723,0,15,0,0,49033,31.013160093557303,723,16.55978011910215,20.895794111438697
봄눈,10CM,선재 업고 튀어 OST Part 8,605,0,17,0,0,70732,37.24858310810948,605,13.857077416399449,20.874529123912456
Pump Up The Volume!,PLAVE,Pump Up The Volume!,574,0,11,0,0,72490,37.70863728046702,574,13.14704535043518,20.51552292944473
London Boy,임영웅,Polaroid,557,0,51,0,0,72331,37.66725940300352,557,12.757672927164451,20.23054886991617
Still With You,정국,Still With You,232,0,8,0,0,153240,54.82616387867385,232,5.313788364635822,20.16750101884723
별별별 (See that?),NMIXX,Fe3O4: STICK OUT,636,0,11,0,0,54610,32.72938738878301,636,14.567109482363719,20.015792854289504
Whiplash,aespa,Whiplash - The 5th Mini Album,195,21,2,0,2,152271,54.6525447038835,216,4.947320201557489,19.85888755225529
I Love My Body,화사 (HWASA),I Love My Body,729,0,16,0,0,37713,27.198648768518403,729,16.697205680256527,19.84763860673509
꽃,지수 (JISOO),ME,284,0,13,0,0,126159,49.74631404091367,284,6.504809894640403,19.47726113852238
Impossible,RIIZE,RIIZING - The 1st Mini Album,511,0,18,0,0,65834,35.93576626171711,511,11.704076958314246,18.973583749335106
희재,성시경,국화꽃 향기 OST,53,0,10,0,0,184952,60.2325575442127,53,1.2139257901969767,18.919515316401693
가을 타나 봐,바이브,가을 타나 봐,31,0,4,0,0,190694,61.160397946109356,31,0.7100320659642693,18.845141830007794
우연히 봄,로꼬,냄새를 보는 소녀 OST Part.2,51,0,4,0,0,183968,60.07211624318294,51,1.168117269812185,18.83931696182341
ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,91,0,7,0,0,170373,57.80989406982576,91,2.0842876775080166,18.80196959520334
온기,임영웅,온기,578,0,26,0,0,50939,31.61018195154579,578,13.238662391204764,18.750118259307072
민들레 (single ver.),우효,민들레,37,0,3,0,0,183405,59.980126015164004,37,0.847457627118644,18.587258143532253
PO￦ER,G-DRAGON,PO￦ER,95,1,1,0,1,163915,56.70366593206467,96,2.1988089784699953,18.550266064548396
GODS,NewJeans,2023 리그 오브 레전드 월드 챔피언십 주제곡,496,0,14,0,0,63282,35.232372293598665,496,11.360513055428308,18.522070826879414
Candy,NCT DREAM,Candy - Winter Special Mini Album,11,0,4,0,0,190605,61.14612400282374,11,0.25194686211635364,18.52020000432857
우리 영화,PLAVE,ASTERUM : 134-1,483,0,23,0,0,64781,35.647215541537825,483,11.062757672927164,18.43809503351036
기억해줘요 내 모든 날과 그때를,거미 (GUMMY),호텔 델루나 OST Part.7,2,0,1,0,0,184594,60.174235113601846,2,0.04580852038479157,18.084336498349906
가을밤에 든 생각,잔나비,잔나비 소곡집 l,11,0,2,0,0,171921,58.07192901545315,11,0.25194686211635364,17.59794150811739
"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,553,0,17,0,0,42701,28.941484993437562,553,12.66605588639487,17.54868461850768
Mantra,제니 (JENNIE),Mantra,320,12,4,0,3,80592,39.76012627210981,332,7.604214383875401,17.250987950345724
Teddy Bear,STAYC(스테이씨),Teddy Bear,182,0,11,0,0,114998,47.49489500060493,182,4.168575355016033,17.1664712486927
나는 반딧불,황가람,나는 반딧불,26,0,1,0,0,158266,55.71801055889416,26,0.5955107650022904,17.132260703169848
기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,596,0,15,0,0,32003,25.055157319100648,596,13.650939074667889,17.072204547997714
Polaroid,임영웅,Polaroid,401,0,48,0,0,62945,35.13843437181786,401,9.18460833715071,16.97075614755085
New Jeans,NewJeans,NewJeans 2nd EP 'Get Up',179,0,7,0,0,111298,46.7245866786461,179,4.099862574438846,16.88727980570102
가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,29,0,4,0,0,148302,53.93557241125478,29,0.6642235455794777,16.64562820528207
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),Yes or No,365,0,12,0,0,63112,35.18501655867914,365,8.360054970224462,16.40754344676086
내게 사랑이 뭐냐고 물어본다면,로이킴,내게 사랑이 뭐냐고 물어본다면,201,0,3,0,0,95598,43.30381826705235,201,4.603756298671553,16.213774889185792
아버지,임영웅,IM HERO,349,0,27,0,0,63117,35.18641028410813,349,7.993586807146129,16.151433850234728
청춘찬가,세븐틴 (SEVENTEEN),SEVENTEEN BEST ALBUM ‘17 IS RIGHT HERE',203,0,10,0,0,92681,42.63803126890496,203,4.649564819056344,16.046104754010926
"밤, 바다",최유리,여행: 플리(playlist) OST Part.2,350,0,14,0,0,61190,34.64511560354072,350,8.016491067338526,16.005078428199184
청춘만화,이무진,만화 (滿花),173,0,4,0,0,98804,44.023954578888514,173,3.962437013284471,15.980892282965684
개화 (Flowering),LUCY,DEAR.,12,0,2,0,0,138782,52.17570898529081,12,0.2748511223087494,15.845108481203367
3D (feat. Jack Harlow),정국,3D (feat. Jack Harlow),322,0,12,0,0,64122,35.46543721063756,322,7.375171781951442,15.802251410557277
Live My Life,aespa,Armageddon - The 1st Album,226,0,12,0,0,79040,39.37542496539066,226,5.176362803481448,15.43608145205421
Home,임영웅,온기,359,0,26,0,0,52234,32.00946611238138,359,8.222629409070088,15.358680420063475
인생찬가,임영웅,IM HERO,290,0,42,0,0,64822,35.65849434750141,290,6.642235455794777,15.347113123306766
Cosmic,Red Velvet (레드벨벳),Cosmic,411,0,14,0,0,42895,29.007154244625543,411,9.413650939074667,15.29170193073993
네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),네가 내 마음에 자리 잡았다,382,0,12,0,0,41971,28.69303226140219,382,8.749427393495191,14.73250885386729
"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴 (SEVENTEEN),SEVENTEEN 12th Mini Album ‘SPILL THE FEELS',211,0,3,0,0,69076,36.80996280755765,211,4.8327989005955105,14.425948072684152
DIE 4 YOU,DEAN,4:44,196,0,4,0,0,69313,36.87305629161574,196,4.489234997709574,14.204381385881424
From,PLAVE,ASTERUM : 134-1,280,0,19,0,0,53219,32.30986497761198,280,6.41319285387082,14.182194490993167
봄이 와도,로이킴,봄이 와도,189,0,10,0,0,69224,36.84937562465481,189,4.328905176362804,14.085046310850407
Must Have Love,SG 워너비,SG워너비 & 브라운아이드걸스 싱글,83,0,4,0,0,91690,42.409463121805885,83,1.9010535959688502,14.053576453719959
관객이 될게 (I stan U),아이유,The Winning,249,0,7,0,0,55874,33.105996892754725,249,5.70316078790655,13.924011619361002
CRAZY,LE SSERAFIM (르세라핌),CRAZY,365,0,9,0,0,33148,25.499428869345103,365,8.360054970224462,13.501867139960654
Nice Guy,BOYNEXTDOOR,19.99,124,0,6,0,0,75075,38.375094562521724,124,2.840128263857077,13.50061815345647
Run Run,이클립스 (ECLIPSE),선재 업고 튀어 OST Part 1,264,0,10,0,0,47885,30.647957314354052,264,6.046724690792487,13.427094477860955
Vancouver 2,BIG Naughty (서동현),ICN > YVR,179,0,7,0,0,62888,35.12252092042951,179,4.099862574438846,13.406660078236044
Watch Me Woo!,PLAVE,ASTERUM : 134-1,216,0,15,0,0,52407,32.06243027389136,216,4.947320201557489,13.08185322325765
KIDDING,이세계아이돌,KIDDING,98,0,5,0,0,69282,36.86480969587201,98,2.244617498854787,12.630675157959955
Talk Saxy,RIIZE,Talk Saxy,87,0,8,0,0,70975,37.312512058143476,87,1.9926706367384335,12.588623063159945
여섯 번째 여름,PLAVE,ASTERUM : The Shape of Things to Come,60,0,7,0,0,74280,38.17136897727319,60,1.3742556115437472,12.41338962126258
사람 Pt.2 (feat. 아이유),Agust D,D-DAY,8,0,1,0,0,83839,40.553172313620465,8,0.1832340815391663,12.294215551163555
Deja Vu,투모로우바이투게더,minisode 3: TOMORROW,103,0,6,0,0,63781,35.37100912402466,103,2.359138799816766,12.262699897079134
거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),거리에서,24,0,3,0,0,79338,39.44958259158378,24,0.5497022446174988,12.219666348707381
This Christmas,태연 (TAEYEON),This Christmas - Winter is Coming,2,0,1,0,0,83867,40.559943589726025,2,0.04580852038479157,12.20004904118716
혹시 세상에 혼자 남겨진 것 같다면,우디 (Woody),When You Alone,286,0,10,0,0,32549,25.267985173028567,286,6.550618415025195,12.165828442426205
반딧불 (Little Light),도영 (DOYOUNG),청춘의 포말 (YOUTH) - The 1st Album,54,0,4,0,0,72279,37.653717148293346,54,1.2368300503893723,12.161896179760564
"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),인생은 한번이야,245,0,9,0,0,38295,27.407714718151986,245,5.611543747136968,12.150395038441472
사실말야내가말야그게그러니까말이야,케이시 (Kassy),사실말야내가말야그게그러니까말이야,168,0,7,0,0,48723,30.91496781933597,168,3.8479157123224925,11.968031344426535
삐그덕 (Walk),NCT 127,WALK - The 6th Album,164,0,7,0,0,49064,31.022962227363436,164,3.7562986715529085,11.936297738296066
내일에서 기다릴게 (I'll See You There Tomorrow),투모로우바이투게더,minisode 3: TOMORROW,23,0,2,0,0,75370,38.45041626639854,23,0.5267979844251031,11.903883469017135
