title,artist,album,total_base_score,total_bonus_score,chart_in_weeks,top1_count,top10_count,max_likes,like_score,raw_music_score,normalized_music_score,total_score
너를 보는게 지친 하루에,송하예,너를 보는게 지친 하루에,543,0,11,0,0,27388,23.17831964668265,543,9.571655208884188,13.653654540223727
아무래도 난,주시크 (Joosiq),아무래도 난,54,0,4,0,0,94619,43.081514789646725,54,0.9518773135906927,13.590768556407502
DICE,NMIXX,ENTWURF,143,0,6,0,0,78390,39.213185194353265,143,2.520712145249427,13.528454059980577
Perfume,NCT 도재정,Perfume - The 1st Mini Album,176,0,6,0,0,72212,37.63626129005122,176,3.102414947999295,13.462568850614872
LAW (Prod. Czaer),윤미래,스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),337,0,7,0,0,47679,30.581962911549443,337,5.940419531112286,13.332882545243432
Must Have Love,SG 워너비,SG워너비 & 브라운아이드걸스 싱글,43,0,2,0,0,91690,42.409463121805885,43,0.7579763793407368,13.25342240208028
Graduation,NCT DREAM,Candy - Winter Special Mini Album,112,0,4,0,0,79010,39.3679516932583,112,1.974264057817733,13.192370348449902
Ay-Yo,NCT 127,Ay-Yo - The 4th Album Repackage,198,0,5,0,0,65173,35.75490632227638,198,3.4902168164992067,13.16962366823236
먼지,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',147,0,5,0,0,71841,37.53945581812258,147,2.5912215758857746,13.075691848556817
겁도 없이 (feat. BIG Naughty),B.I,TO DIE FOR,172,0,10,0,0,67074,36.27261710559235,172,3.0319055173629472,13.004118993831769
통화연결음,보라미유,통화연결음,213,0,7,0,0,60348,34.405924267441755,213,3.75462718138551,12.950016307202382
"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (DON MALIK),쇼미더머니 11 Episode 3,342,0,7,0,0,43155,29.094932146662295,342,6.028556319407721,12.948469067584092
고백연습,경서,고백연습,356,0,9,0,0,39973,28.001749104415836,356,6.2753393266349375,12.793262259969207
Do or Die,임영웅,Do or Die,238,0,4,0,0,54346,32.650180042995025,238,4.195311122862683,12.731771798902386
Devil by the Window,투모로우바이투게더,이름의 장: TEMPTATION,151,0,5,0,0,66559,36.13309662402608,151,2.661731006522122,12.703140691773308
거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),거리에서,62,0,8,0,0,79338,39.44958259158378,62,1.092896174863388,12.599902099879504
니 번호가 뜨는 일,이예준,니 번호가 뜨는 일,444,0,10,0,0,28104,23.47933847584972,444,7.826546800634585,12.522384303199125
발걸음,DK(디셈버),발걸음,507,0,13,0,0,22141,20.840129061348883,507,8.93707033315706,12.507987951614606
Yogurt Shake,NCT DREAM,ISTJ - The 3rd Album,131,0,8,0,0,66810,36.20116309849551,131,2.309183853340384,12.476777626886921
Set Me Free Pt.2,지민,FACE,213,0,6,0,0,54933,32.826036412053064,213,3.75462718138551,12.476049950585775
언제나 사랑해,케이시 (Kassy),조영수 리메이크 프로젝트 Part.2,5,0,2,0,0,87166,41.34998407950493,5,0.08813678829543452,12.466690975658281
그 겨울이 잠든 거리에서,경서예지,그 겨울이 잠든 거리에서 (경서예지 x 전건호),484,0,11,0,0,23842,21.625847196936018,484,8.53164110699806,12.459902933979446
The Planet,방탄소년단,The Planet,284,0,13,0,0,45149,29.75951547502823,284,5.006169575180681,12.432173345134945
Cream Soda,EXO,EXIST - The 7th Album,153,0,6,0,0,62963,35.143458175199335,153,2.696985721840296,12.430927457848007
Good Boy Gone Bad,투모로우바이투게더,minisode 2: Thursday's Child,1,0,1,0,0,85938,41.05768036282764,1,0.017627357659086903,12.329643259209654
손이 참 곱던 그대,임영웅,IM HERO,218,0,28,0,0,52635,32.132099406268395,218,3.842763969680945,12.32956460065718
네버랜드를 떠나며,투모로우바이투게더,이름의 장: TEMPTATION,108,0,4,0,0,68140,36.559719317893986,108,1.9037546271813854,12.300544034395166
이젠 안녕,투모로우바이투게더,이젠 안녕 (연애혁명 X 투모로우바이투게더),124,0,5,0,0,65469,35.83600940647568,124,2.185792349726776,12.280857466751447
This Christmas,태연 (TAEYEON),This Christmas - Winter is Coming,8,0,1,0,0,83867,40.559943589726025,8,0.14101886127269522,12.266696279808693
Standing Next to You,정국,GOLDEN,11,0,1,0,0,83162,40.38910698400719,11,0.19390093424995594,12.252462749177127
한강에서 (Feat. BIG Naughty),폴킴,한강에서,293,0,7,0,0,42019,28.70943492034791,293,5.164815794112462,12.228201531983096
여름이 들려 (Summer Comes),오마이걸 (OH MY GIRL),Golden Hourglass,400,0,11,0,0,29675,24.126657110577334,400,7.050943063634761,12.173657277717531
The Astronaut,진,The Astronaut,80,0,5,0,0,69207,36.84485061995615,80,1.4101886127269523,12.04058721489571
Better Things,aespa,Better Things,223,0,10,0,0,48154,30.733921129503965,223,3.9309007579763793,11.971806869434655
잠시라도 우리,성시경,잠시라도 우리,219,0,3,0,0,48566,30.865119018606336,219,3.860391327340032,11.961809634719922
Underwater,권은비,Lethality,37,0,4,0,0,74617,38.25786059009732,37,0.6522122333862154,11.933906740399548
"Young, Dumb, Stupid",NMIXX,expérgo,266,0,7,0,0,42164,28.758927803563537,266,4.6888771373171165,11.909892337191042
"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (rosy),쇼미더머니 11 Semi Final,278,0,6,0,0,40641,28.234752229027094,278,4.900405429226159,11.900709469166438
Fact Check (불가사의; 不可思議),NCT 127,Fact Check - The 5th Album,140,0,4,0,0,57541,33.5962257480597,140,2.467830072272166,11.806348775008425
사랑해 진짜,임영웅,IM HERO,164,0,26,0,0,53967,32.53613238466515,164,2.890886656090252,11.784460374662721
April shower,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',91,0,4,0,0,62936,35.13592220075964,91,1.604089546976908,11.663639343111727
Say My Name,Say Yes!,BOYS PLANET - ARTIST BATTLE,151,0,5,0,0,54235,32.616819515629444,151,2.661731006522122,11.648257559254318
특,Stray Kids (스트레이 키즈),★★★★★ (5-STAR),6,0,2,0,0,74893,38.32855107109209,6,0.10576414595452141,11.572600223495792
Slow Dancing,V,Layover,196,0,8,0,0,47356,30.478198566237147,196,3.4549621011810334,11.561933040697866
Somebody,도경수(D.O.),기대 - The 2nd Mini Album,178,0,7,0,0,49572,31.183151790385672,178,3.1376696633174688,11.55131430143793
나의 마음에 (Seed),태양,Down to Earth,139,0,6,0,0,54741,32.7686199611478,139,2.4502027146130794,11.545727888573495
Salty & Sweet,aespa,MY WORLD - The 3rd Mini Album,263,0,8,0,0,38973,27.649272386332928,263,4.6359950643398555,11.539978260937778
연애편지,임영웅,IM HERO,91,0,19,0,0,58440,33.857656287712764,91,1.604089546976908,11.280159569197664
Get Up,NewJeans,NewJeans 2nd EP 'Get Up',138,0,5,0,0,51537,31.79518493858492,138,2.432575356953993,11.24135823144327
혼자서 걸어요 (Prod. by 나얼),태연 (TAEYEON),나얼 <Ballad Pop City>,312,0,8,0,0,30247,24.358073767759617,312,5.499735589635113,11.157237043072463
이제 우리 꿈에서만 만나,Yyeon,Fairy Tale,9,0,1,0,0,67851,36.48210715354621,9,0.15864621893178213,11.05568449931611
미친 사랑의 노래,김연지,미친 사랑의 노래,470,0,11,0,0,15577,17.48009136093442,470,8.284858099770846,11.043428078119916
흩어지지 않게,엠씨더맥스 (M.C the MAX),흩어지지 않게,302,0,9,0,0,30179,24.3306779764875,302,5.323462013044244,11.02562680207722
Tinnitus (돌멩이가 되고 싶어),투모로우바이투게더,이름의 장: TEMPTATION,78,0,4,0,0,56339,33.24347042413201,78,1.3749338974087784,10.935494855425748
Rainy Days,V,Layover,152,0,10,0,0,46093,30.069020138912673,152,2.6793583641812093,10.896256896600647
I Don't Understand But I Luv U,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',65,0,4,0,0,57004,33.439090288161225,65,1.1457782478406489,10.833771859936821
밤 (Night),dori,밤 (Night),39,0,3,0,0,60602,34.47825415835095,39,0.6874669487043892,10.824703111598357
바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),이석훈,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),174,0,6,0,0,41841,28.648561233160986,174,3.0671602326811214,10.741580532825079
사랑해도 될까요,양다일,사랑해도 될까요,342,0,9,0,0,23828,21.619496926002768,342,6.028556319407721,10.705838501386234
Fire,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',60,0,3,0,0,55811,33.087327511149425,60,1.0576414595452142,10.666547275026478
Happy Fools (feat. Coi Leray),투모로우바이투게더,이름의 장: TEMPTATION,62,0,4,0,0,55183,32.90064724102991,62,1.092896174863388,10.635221494713344
들꽃놀이 (with 조유진),RM,Indigo,52,0,2,0,0,56501,33.291231090559705,52,0.9166225982725189,10.629005145958676
Talk that Talk,TWICE (트와이스),BETWEEN 1&2,84,0,5,0,0,51270,31.71271663237858,84,1.4806980433633,10.550303620067883
달빛에 그려지는,미연 (MIYEON),연인 OST Part.4,107,0,9,0,0,47537,30.53638858193184,107,1.8861272695222986,10.48120566324516
"밤, 바다",최유리,여행: 플리(playlist) OST Part.2,5,0,1,0,0,61190,34.64511560354072,5,0.08813678829543452,10.455230432869019
결국엔 너에게 닿아서,WSG워너비 (가야G),결국엔 너에게 닿아서,389,0,8,0,0,17886,18.730889483451598,389,6.857042129384805,10.419196335604843
보금자리,임영웅,IM HERO,10,0,5,0,0,58837,33.97246411424794,10,0.17627357659086904,10.315130737887989
발자국 (Walk With You),NCT DREAM,Candy - Winter Special Mini Album,21,0,1,0,0,56697,33.3489241603084,21,0.370174510840825,10.263799405681098
그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),36,0,4,0,0,54559,32.714100915124725,36,0.6345848757271285,10.258439687546407
가질 수 없는 너,#안녕,가질 수 없는 너,300,0,8,0,0,24049,21.7195238136963,300,5.288207297726071,10.217602252517139
문 (Moon),NCT DREAM,Candy - Winter Special Mini Album,34,0,3,0,0,53156,32.290735303465866,34,0.5993301604089547,10.106751703326028
한사람만 (2023) (여름날 우리 X 이홍기 (FT아일랜드)),이홍기 (FT아일랜드),한사람만 (2023) (여름날 우리 X 이홍기 (FT아일랜드)),401,0,9,0,0,14937,17.117229704665455,401,7.068570421293847,10.083168206305329
그래서 그대는,이영현,그래서 그대는,245,0,7,0,0,27464,23.21045656679731,245,4.318702626476291,9.986228808572596
Click Like (Prod. Crush) (Feat. Paul Blanco),Crush,스트릿 우먼 파이터2(SWF2) 계급미션,307,0,7,0,0,21422,20.498958476120606,307,5.41159880133968,9.937806703773957
Tangerine Love (Favorite),NCT DREAM,Candy - Winter Special Mini Album,29,0,2,0,0,50362,31.43064349036651,29,0.5111933721135202,9.787028407589418
너와 함께,김민석 (멜로망스),너와 함께,319,0,7,0,0,19025,19.318087148646672,319,5.623127093248722,9.731615109868107
Chasing That Feeling,투모로우바이투게더,이름의 장: FREEFALL,27,0,2,0,0,49194,31.064034267688275,27,0.47593865679534636,9.652367340063224
진심이었던 사람만 바보가 돼,권진아,진심이었던 사람만 바보가 돼,20,0,2,0,0,49445,31.14318164585596,20,0.35254715318173807,9.589737500984004
LUNCH,부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',35,0,3,0,0,46681,30.26020484876452,35,0.6169575180680416,9.509931717276986
파랑 (Blue Wave),NCT DREAM,ISTJ - The 3rd Album,43,0,5,0,0,45434,29.853295174756767,43,0.7579763793407368,9.486572017965546
입김 (Take My Breath),NCT DREAM,Candy - Winter Special Mini Album,13,0,1,0,0,47011,30.366975071539287,13,0.22915564956812973,9.270501476159476
SOS (Prod. Marshmello),세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',39,0,2,0,0,43164,29.09796587089207,39,0.6874669487043892,9.210616625360693
"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",KHAN,쇼미더머니 11 Episode 3,191,0,5,0,0,26535,22.81451990672801,191,3.3668253128855983,9.201133691038322
Love War (Feat. BE‘O),YENA (최예나),Love War,35,0,2,0,0,43319,29.150163801986057,35,0.6169575180680416,9.176919403243447
사랑해요 그대를,임영웅,IM HERO,3,0,1,0,0,46878,30.323988660853257,3,0.052882072977260705,9.13421404934006
사랑역,임영웅,IM HERO,4,0,1,0,0,45929,30.015479324018813,4,0.07050943063634761,9.054000398651088
Beautiful Liar,몬스타엑스,REASON,39,0,3,0,0,41590,28.562502038293257,39,0.6874669487043892,9.049977475581048
WE (Feat. 박재범) (Prod. by Slom),이영지,쇼미더머니 11 Episode 1,217,0,5,0,0,22620,21.06435127229213,217,3.825136612021858,8.996901010102938
혼자가 아닌 나,정효빈,혼자가 아닌 나,261,0,6,0,0,18849,19.228523857696825,261,4.600740349021681,8.989075401624223
Birthday,Red Velvet (레드벨벳),‘The ReVe Festival 2022 - Birthday’,100,0,3,0,0,33965,25.811758772180326,100,1.7627357659086902,8.97744266779018
아픈 나를 (Prod. By 나얼),성시경,나얼 <Ballad Pop City>,195,0,7,0,0,24441,21.89582300219895,195,3.437334743521946,8.974881221125047
열이올라요 (Heart Burn),선미,열이올라요 (Heart Burn),1,0,1,0,0,45018,29.716310437120878,1,0.017627357659086903,8.927232281497625
못해,김나영,못해 (Re : WIND 4MEN Vol.02),175,0,6,0,0,25858,22.521600672285132,175,3.0847875903402078,8.915831514923685
Yesterday,박재범,Yesterday,17,0,1,0,0,41443,28.51198022487727,17,0.29966508020447735,8.763359623606314
"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),인생은 한번이야,41,0,1,0,0,38295,27.407714718151986,41,0.722721664022563,8.728219580261388
고백하는 취한밤에 (Prod. 2soo),임재현,고백하는 취한밤에,5,0,2,0,0,42474,28.864455514154706,5,0.08813678829543452,8.721032406053215
하품,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',3,0,1,0,0,41713,28.604706823970556,3,0.052882072977260705,8.61842949827525
Monster,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',16,0,1,0,0,39576,27.862349581643038,16,0.28203772254539045,8.556131280274684
Welcome To MY World (Feat. nævis),aespa,MY WORLD - The 3rd Mini Album,33,0,3,0,0,37430,27.096406675597095,33,0.5817028027498677,8.536113964604034
여름날 (feat. 하현상),볼빨간사춘기,여름날 (feat. 하현상),7,0,1,0,0,40090,28.04269938090797,7,0.12339150361360832,8.499183866801918
Blue Blood,IVE (아이브),I've IVE,37,0,2,0,0,36540,26.772323230376454,37,0.6522122333862154,8.488245532483287
Right Now (Feat. Crush),쿠기 (Coogie),Right Now,12,0,3,0,0,38641,27.5312523254666,12,0.21152829190904282,8.40744550197631
"빡 (Feat. 팔로알토 (Paloalto), 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (DON MALIK),쇼미더머니 11 Semi Final,146,0,5,0,0,24612,21.97228590368446,146,2.573594218226688,8.39320172386402
추억때문에,유림,추억때문에,70,0,5,0,0,31722,24.94491730913983,70,1.233915036136083,8.347215718037207
되돌리다,먼데이 키즈,되돌리다,250,0,6,0,0,15496,17.434584111591523,250,4.406839414771726,8.315162823817666
DJ,NCT 127,Ay-Yo - The 4th Album Repackage,7,0,2,0,0,37435,27.09821642057661,7,0.12339150361360832,8.215838978702509
HARD,SHINee (샤이니),HARD - The 8th Album,30,0,3,0,0,34731,26.10119746302076,30,0.5288207297726071,8.200533749747052
해금,Agust D,D-DAY,11,0,4,0,0,36751,26.849510267747938,11,0.19390093424995594,8.19058373429935
Diamond Days,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',19,0,1,0,0,35599,26.42534630641769,19,0.33491979552265116,8.162047748791162
예뻤어 (여름날 우리 X 김민석 (멜로망스)),김민석 (멜로망스),예뻤어 (여름날 우리 X 김민석 (멜로망스)),79,0,3,0,0,29026,23.861370474101477,79,1.3925612550678654,8.13320402077795
"우리 사랑 이대로 (여름날 우리 X 규현 (KYUHYUN), 정은지)",규현 (KYUHYUN),"우리 사랑 이대로 (여름날 우리 X 규현 (KYUHYUN), 정은지)",191,0,7,0,0,18673,19.138541438921735,191,3.3668253128855983,8.098340150696439
매일 크리스마스 (Everyday Christmas),다비치,매일 크리스마스 (Everyday Christmas),15,0,1,0,0,34753,26.109462923826833,15,0.26441036488630354,8.017926132568462
Back 2 Back,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',8,0,1,0,0,34931,26.176242031395674,8,0.14101886127269522,7.951585812309588
Kiss,NCT 도재정,Perfume - The 1st Mini Album,7,0,1,0,0,34566,26.039122877901498,7,0.12339150361360832,7.8981109158999745
바람,윤하 (YOUNHA),YOUNHA Studio Live Album 'MINDSET',1,0,1,0,0,35116,26.245467216790296,1,0.017627357659086903,7.8859793153984485
Face-off,지민,FACE,4,0,2,0,0,34687,26.084658684165845,4,0.07050943063634761,7.874754206695196
사랑하지 않아서 그랬니,지아,사랑하지 않아서 그랬니,89,0,4,0,0,25313,22.282996793783774,89,1.5688348316587344,7.783083420296246
후유증 (Can We Go Back),NCT 도재정,Perfume - The 1st Mini Album,1,0,1,0,0,34036,25.838722972731304,1,0.017627357659086903,7.763956042180752
"Flick (Feat. BE'O (비오), 김하온 (HAON)) (Prod. GroovyRoom)",노윤하,쇼미더머니 11 Episode 2,87,0,2,0,0,25166,22.218200641997633,87,1.5335801163405607,7.738966274037682
Cheshire,ITZY (있지),CHESHIRE,5,0,1,0,0,32253,25.15282947578935,5,0.08813678829543452,7.607544594543608
All Eyes On Me,지수 (JISOO),ME,1,0,1,0,0,30141,24.31535511971477,1,0.017627357659086903,7.3069456862757916
다시 사랑한다면,한동근,다시 사랑한다면,136,0,5,0,0,17211,18.374047743692437,136,2.397320641635819,7.1903387722528045
폼미쳤다,영탁,FORM,12,0,3,0,0,27896,23.39229086399212,12,0.21152829190904282,7.165757063533965
가슴으로 운다,김연지,가슴으로 운다,157,0,5,0,0,15450,17.408687527529487,157,2.767495152476644,7.159852864992497
아저씨,릴러말즈 (Leellamarz),쇼미더머니 11 Episode 1,92,0,2,0,0,20388,19.99811680515578,92,1.6217169046359952,7.134636874791931
Chili,화사 (HWASA),Chili,152,0,4,0,0,14656,16.955457647531155,152,2.6793583641812093,6.9621881491861926
Candy (Feat. Zion.T),박재범,Candy,44,0,3,0,0,21772,20.665739519801217,44,0.7756037369998238,6.742644471840242
Chase Love Hard (Feat. 황민현),볼빨간사춘기,사랑.zip,43,0,2,0,0,21609,20.588235294117645,43,0.7579763793407368,6.70705405377381
여행 Again (Feat. Cautious Clay),빈지노 (Beenzino),NOWITZKI,8,0,1,0,0,24670,21.998160328063936,8,0.14101886127269522,6.6981613013100665
손을 마주 잡고,BIG Naughty (서동현),사랑의 이해 OST Part.5,14,0,1,0,0,22544,21.028934878569704,14,0.24678300722721663,6.481428568629963
"WITCH (Feat. 박재범, So!YoON!) (Prod. by Slom)",이영지,쇼미더머니 11 Semi Final,71,0,3,0,0,17634,18.598469482976192,71,1.2515423937951702,6.455620520549477
"Jumper (Feat. 개코, MINO)",코드 쿤스트 (CODE KUNST),Remember Archive,4,0,1,0,0,22752,21.1257228402967,4,0.07050943063634761,6.387073453534453
으리으리 (Feat. 호미들),NSW yoon,쇼미더머니 11 Episode 3,64,0,2,0,0,17424,18.487394957983195,64,1.1281508901815618,6.335924110522052
세상에 없는 계절,임재현,세상에 없는 계절,21,0,2,0,0,20339,19.974070866286024,21,0.370174510840825,6.251343417474384
빙글빙글 (Prod. R.Tee),헤이즈 (Heize),빙글빙글,66,0,5,0,0,16663,18.079165707774074,66,1.1634056054997355,6.238133636182036
내 세상은 너로 가득해,탑현,내 세상은 너로 가득해,8,0,1,0,0,21194,20.389578745514783,8,0.14101886127269522,6.215586826545321
"55 (Feat. 백예린, 웬디)",코드 쿤스트 (CODE KUNST),Archive 01,4,0,1,0,0,21132,20.359733511908768,4,0.07050943063634761,6.157276655018073
걸음을 멈추는 날,나얼,나얼 <Ballad Pop City>,51,0,3,0,0,17249,18.394320500773706,51,0.8989952406134322,6.147592818661514
SET ME FREE,TWICE (트와이스),READY TO BE,4,0,1,0,0,20788,20.19333928595917,4,0.07050943063634761,6.107358387233194
그대라는 사치,임창정,그대라는 사치,132,0,5,0,0,10539,14.378099690982078,132,2.326811210999471,5.942197754994252
모든 계절은 너였다,길구봉구,모든 계절은 너였다,66,0,4,0,0,14386,16.798550767721224,66,1.1634056054997355,5.853949154166182
이 소설의 끝을 다시 써보려 해,테이,이 소설의 끝을 다시 써보려 해,81,0,5,0,0,12187,15.461449054874388,81,1.4278159703860391,5.637905895732544
아모르 파티,이홍기 (FT아일랜드),아모르 파티,90,0,4,0,0,11396,14.9512673894482,90,1.5864621893178215,5.595903749356935
사랑이 이별이 돼 가는 모습이,볼빨간사춘기,사랑.zip,11,0,1,0,0,16668,18.081877975924378,11,0.19390093424995594,5.560294046752282
Stamp On It,GOT the beat,Stamp On It - The 1st Mini Album,4,0,1,0,0,16388,17.92935911014595,4,0.07050943063634761,5.428164334489228
어디든 가자 (Feat. 허성현),경서,어디든 가자 (Feat. 허성현),1,0,1,0,0,16027,17.730782673713907,1,0.017627357659086903,5.331573952475533
Happiness,"허용별 (허각, 신용재, 임한별)",허용별 프로젝트 #1,3,0,1,0,0,13923,16.526017175879947,3,0.052882072977260705,4.994822603848067
너 밖엔 없더라,케이시 (Kassy),너 밖엔 없더라,12,0,2,0,0,13168,16.07169556053899,12,0.21152829190904282,4.969578472498027
상록수,이우,상록수,14,0,2,0,0,12470,15.639937563186137,14,0.24678300722721663,4.8647293740148925
Endless,허각,Endless,25,0,4,0,0,11592,15.079292810862487,25,0.44068394147717255,4.8322666022927665
살다가 한번쯤,이예준,살다가 한번쯤 (Re : WIND 4MEN Vol.03),5,0,2,0,0,12735,15.80524611244036,5,0.08813678829543452,4.803269585538912
이 새벽에 전화하는 건,황인욱,이 새벽에 전화하는 건,16,0,2,0,0,11757,15.186232594981464,16,0.28203772254539045,4.753296184276213
우리 왜 헤어져야 해 (여름날 우리 X 전상근),전상근,우리 왜 헤어져야 해 (여름날 우리 X 전상근),15,0,2,0,0,11680,15.13642138499305,15,0.26441036488630354,4.726013670918327
트월ㅋ (Prod. Czaer),미연 (MIYEON),스트릿 우먼 파이터2(SWF2) 계급미션,12,0,2,0,0,11763,15.190107128172453,12,0.21152829190904282,4.705101942788065
청소 (여름날 우리 X 스탠딩 에그),스탠딩 에그,청소 (여름날 우리 X 스탠딩 에그),29,0,3,0,0,10628,14.438682318050278,29,0.5111933721135202,4.689440055894547
언젠간 괜찮아질 이야기,헤이즈 (Heize),언젠간 괜찮아질 이야기,14,0,1,0,0,11438,14.978793526386697,14,0.24678300722721663,4.66638616297506
그날의 그대여,헤이즈 (Heize),Themselves Chapter. 2,35,0,1,0,0,9778,13.84926752866413,35,0.6169575180680416,4.586650521246868
희재,이홍기 (FT아일랜드),"희재, 삭제",14,0,1,0,0,10065,14.051046720513295,14,0.24678300722721663,4.38806212121304
나는 너였다,V.O.S,나는 너였다,14,0,1,0,0,8291,12.75279110325852,14,0.24678300722721663,3.9985854360366075
추억 일기,먼데이 키즈,추억 일기,17,0,1,0,0,5813,10.678295863942239,17,0.29966508020447735,3.4132543153258057
운다 운다,허각,운다 운다,3,0,1,0,0,5857,10.718632976833325,3,0.052882072977260705,3.25260734413408
