title,artist,album,total_base_score,total_bonus_score,chart_in_weeks,top1_count,top10_count,max_likes,like_score,raw_music_score,normalized_music_score,total_score
ELEVEN,IVE (아이브),ELEVEN,2118,0,44,0,0,201672,62.896226558535226,2118,37.33474352194606,45.00318843292281
내가 아니라도,주호,내가 아니라도,2436,0,46,0,0,115854,47.67133395717002,2436,42.94024325753569,44.35957046742599
Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,1631,227,17,1,16,230704,67.27122721001447,1858,32.75163053058346,44.10750953441276
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,2323,59,27,0,12,120763,48.67082802443932,2382,41.988365943945006,43.9931045680933
건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],2209,0,37,0,0,127207,49.952507476222344,2209,38.93883306892297,42.24293539111278
Cookie,NewJeans,NewJeans 1st EP 'New Jeans',2077,0,34,0,0,155769,55.27672497694422,2077,36.6120218579235,42.21143279362971
FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,2147,0,42,0,0,119613,48.43853277876586,2147,37.84593689405958,41.02371565947146
그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,2029,0,36,0,0,135954,51.64137332079518,2029,35.765908690287326,40.52854807943968
"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,2080,21,24,0,12,118979,48.309989760625285,2101,37.03507844174158,40.41755183740669
다시 만날 수 있을까,임영웅,IM HERO,2164,0,53,0,0,103422,45.04102386129078,2164,38.14560197426406,40.214228540372076
이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,1719,0,53,0,0,182706,59.865717651217146,1719,30.30142781597039,39.170714766544414
Cupid,FIFTY FIFTY,The Beginning: Cupid,1822,0,28,0,0,133813,51.23313622475653,1822,32.117045654856334,37.85187282582639
Rush Hour (Feat. j-hope of BTS),Crush,Rush Hour,1849,5,27,0,5,121358,48.790581424956336,1854,32.68112109994712,37.51395919744988
"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,633,0,15,0,0,495295,98.56750421828583,633,11.158117398202009,37.38093344422715
봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),987,0,25,0,0,358442,83.85157687594047,987,17.398202009518773,37.33421446944528
사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,2043,0,31,0,0,80209,39.66553708358088,2043,36.01269169751454,37.108545313334446
나의 X에게,경서,나의 X에게,1575,0,35,0,0,162537,56.464814797571506,1575,27.763088313061875,36.37360625841477
ETA,NewJeans,NewJeans 2nd EP 'Get Up',1505,99,16,0,15,148537,53.978288768186864,1604,28.27428168517539,35.98548381007883
물론,허각,물론,1900,3,27,0,3,72179,37.62766065200411,1903,33.544861625242376,34.769701333270895
딱 10CM만,10CM,딱 10CM만,1585,0,31,0,0,128474,50.200658179433724,1585,27.93936188965274,34.61775077658703
밤하늘의 별을(2020),경서,밤하늘의 별을(2020),1089,0,25,0,0,244785,69.29376979906728,1089,19.196192490745638,34.22546568324213
Permission to Dance,방탄소년단,Butter / Permission to Dance,1116,0,46,0,0,232535,67.53765125955026,1116,19.672131147540984,34.03178718114377
Say I Love You,우디 (Woody),Say I Love You (Re : WIND 4MEN Vol.04),1668,0,29,0,0,94036,42.9485851879053,1668,29.40243257535695,33.46627835912145
첫사랑,백아,첫사랑,1024,0,24,0,0,224280,66.32802440561719,1024,18.05041424290499,32.533697291718646
VIBE (feat. Jimin of BTS),태양,VIBE (feat. Jimin of BTS),1511,7,23,0,7,106181,45.63785180706787,1518,26.758328926493917,32.4221857906661
자격지심 (Feat. ZICO),BE'O (비오),FIVE SENSES,1499,0,25,0,0,104270,45.225301934819704,1499,26.423409130971265,32.06397697212579
오르트구름,윤하 (YOUNHA),YOUNHA 6th Album 'END THEORY',1284,0,34,0,0,146881,53.676550528827825,1284,22.633527234267582,31.946434222635652
NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,1376,6,20,0,6,124019,49.322593051393206,1382,24.361008284858098,31.849483714818625
LOVE me,BE'O (비오),LOVE me,1161,0,26,0,0,170271,57.79258647996599,1161,20.465362242199895,31.663529513529724
Still With You,정국,Still With You,1232,0,18,0,0,153240,54.82616387867385,1232,21.716904635995064,31.649682408798697
Summer (Feat. BE’O (비오)),Paul Blanco,Summer,1157,0,16,0,0,162755,56.502668347752284,1157,20.394852811563545,31.227197472420166
New Jeans,NewJeans,NewJeans 2nd EP 'Get Up',1354,4,18,0,4,111298,46.7245866786461,1358,23.937951701040014,30.77394219432184
보고싶었어,WSG워너비(4FIRE),WSG워너비 1집,1198,0,23,0,0,138730,52.16593325407186,1198,21.11757447558611,30.432082109131834
사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,1300,9,15,0,9,115357,47.56897185790083,1309,23.074211175744754,30.422639380391573
빛이 나는 너에게,던 (DAWN),빛이 나는 너에게,1340,0,25,0,0,105111,45.40732022363748,1340,23.62065926317645,30.15665755131476
후라이의 꿈,AKMU (악뮤),Love Lee,1028,122,11,0,9,142665,52.90058912817999,1150,20.271461307949938,30.06019965401895
That That (prod. & feat. SUGA of BTS),싸이 (PSY),싸다9,1138,0,25,0,0,140603,52.51689993267754,1138,20.059933016040894,29.797023091031885
신호등,이무진,신호등,450,0,17,0,0,319005,79.10438041727197,450,7.932310946589107,29.283931787793964
무지개,임영웅,IM HERO,1329,0,53,0,0,87269,41.37440754119449,1329,23.426758328926496,28.811053092606894
CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1,1344,3,21,0,3,83305,40.42381731790851,1347,23.74405076679006,28.747980732125594
잠깐 시간 될까,이무진,잠깐 시간 될까,1299,0,24,0,0,87306,41.38317749875103,1299,22.897937599153888,28.44350956903303
내 기쁨은 너가 벤틀리를 끄는 거야,김승민,PROTOTYPE RESEARCH #0063,1039,0,24,0,0,130265,50.549359851407274,1039,18.31482460779129,27.985185180876087
사람 Pt.2 (feat. 아이유),Agust D,D-DAY,1275,2,31,0,2,83839,40.553172313620465,1277,22.510135730653975,27.92304670554392
사랑..그게 뭔데,지아,사랑..그게 뭔데,1426,0,25,0,0,58429,33.85446967112839,1426,25.136612021857925,27.751969316639062
마이웨이 (MY WAY) (Prod. R.Tee),저스디스 (JUSTHIS),쇼미더머니 11 Episode 1,1165,4,18,0,4,100446,44.38825901947742,1169,20.60638110347259,27.740944478274038
모래 알갱이,임영웅,모래 알갱이,1315,0,22,0,0,74106,38.1266347799182,1315,23.179975321699278,27.663973159164954
"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",1104,0,18,0,0,109045,46.24924704298199,1104,19.460602855631944,27.497196111836956
첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',288,0,6,0,0,322903,79.58621085673342,288,5.076679005817028,27.429538561091945
Allergy,i-dle (아이들),I feel,1243,2,20,0,2,77196,38.91340077566468,1245,21.946060285563192,27.036262432593638
나에게 그대만이,탑현,나에게 그대만이,1338,0,21,0,0,61806,34.819065177875196,1338,23.58540454785828,26.95550273686335
London Boy,임영웅,Polaroid,1233,0,51,0,0,72331,37.66725940300352,1233,21.73453199365415,26.514350216458958
사랑하기 싫어,지아,사랑하기 싫어,1423,3,24,0,3,45023,29.717960637338564,1426,25.136612021857925,26.511016606502114
Fast Forward,전소미,GAME PLAN,1148,11,13,0,11,83421,40.45195207308976,1159,20.43010752688172,26.43666089074413
내 손을 잡아,아이유,최고의 사랑 OST Part.4,479,0,22,0,0,221710,65.94690667317678,479,8.443504318702628,25.694525025044875
Love story,볼빨간사춘기,Seoul,812,0,23,0,0,137356,51.90696133482281,812,14.313414419178565,25.59147849387184
Celebrity,아이유,IU 5th Album 'LILAC',39,0,4,0,0,349283,82.77334622478362,39,0.6874669487043892,25.31323073152816
떠나보낼 준비해 둘걸 그랬어,임한별,떠나보낼 준비해 둘걸 그랬어,1186,0,26,0,0,60827,34.54219940776461,1186,20.906046183677066,24.996892150903328
벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,111,0,3,0,0,314583,78.55420054087564,111,1.9566367001586462,24.935905852373743
Love Me Like This,NMIXX,expérgo,1084,2,20,0,2,75125,38.387871354806016,1086,19.143310417768376,24.916678698879664
잘가요,주호,잘가요,1275,0,23,0,0,47548,30.53992141787991,1275,22.4748810153358,24.894393136099033
Heaven(2023),임재현,시작은 첫키스 OST Part.1,1270,0,24,0,0,45965,30.027240363867424,1270,22.386744227040367,24.678893068088485
Next Level,aespa,Next Level,195,0,9,0,0,274221,73.34189775651969,195,3.437334743521946,24.408703647421266
Like Crazy,지민,FACE,1041,0,31,0,0,74126,38.13177931108813,1041,18.350079323109465,24.284589319503063
그대를 알고,송하예,그대를 알고,1207,0,21,0,0,49885,31.281442843457658,1207,21.276220694517892,24.27778733919982
strawberry moon,아이유,strawberry moon,296,0,12,0,0,238507,68.39940960879113,296,5.217697867089723,24.172211389600143
민들레 (single ver.),우효,민들레,497,0,13,0,0,183405,59.980126015164004,497,8.76079675656619,24.126595534145533
우린 그렇게 사랑해서,강민경 (다비치),우린 그렇게 사랑해서,977,0,20,0,0,80762,39.80203899769873,977,17.221928432927903,23.995961602359152
사실말야내가말야그게그러니까말이야,케이시 (Kassy),사실말야내가말야그게그러니까말이야,1172,0,22,0,0,48723,30.91496781933597,1172,20.659263176449848,23.735974569315683
Sugar Rush Ride,투모로우바이투게더,이름의 장: TEMPTATION,741,0,14,0,0,118572,48.22729025231068,741,13.061872025383394,23.611497493461577
"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,222,0,11,0,0,238894,68.45487934861931,222,3.9132734003172924,23.2757551848079
아버지,임영웅,IM HERO,1021,0,53,0,0,63117,35.18641028410813,1021,17.997532169927727,23.154195604181844
Thirsty,aespa,MY WORLD - The 3rd Mini Album,818,0,17,0,0,95653,43.316273378761615,818,14.419178565133087,23.088307009221644
FOREVER 1,소녀시대 (GIRLS' GENERATION),FOREVER 1 - The 7th Album,696,0,19,0,0,114464,47.384494014096354,696,12.268640930724485,22.803396855736047
드라마,아이유,조각집,306,0,13,0,0,202455,63.01820689382542,306,5.393971443680592,22.68124207872404
Bubble,STAYC(스테이씨),TEENFRESH,959,0,12,0,0,65267,35.78068195157246,959,16.90463599506434,22.567449782016773
눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),413,0,13,0,0,171655,58.026986533784154,413,7.280098713202891,22.504165059377268
Polaroid,임영웅,Polaroid,955,0,51,0,0,62945,35.13843437181786,955,16.834126564427994,22.325418906644952
Cool With You,NewJeans,NewJeans 2nd EP 'Get Up',886,0,16,0,0,73008,37.8431268880595,886,15.617838885950997,22.285425286583546
봄 사랑 벚꽃 말고,HIGH4 (하이포),봄 사랑 벚꽃 말고,168,0,5,0,0,231312,67.35981257028932,168,2.9613960867266,22.280921031795415
"Smoke (Prod. Dynamicduo, Padi)",다이나믹 듀오,스트릿 우먼 파이터2(SWF2) 계급미션,862,54,9,0,8,65005,35.708792898855776,916,16.146659615723603,22.015299600663255
새벽에 걸려온 너의 전화는,한동근,미련을 말하는,863,0,21,0,0,71591,37.47408198698832,863,15.212409659791998,21.89091135795089
도깨비불 (Illusion),aespa,Girls - The 2nd Mini Album,649,0,20,0,0,107795,45.983401791043065,649,11.4401551207474,21.8031291218361
Feel My Rhythm,Red Velvet (레드벨벳),‘The ReVe Festival 2022 - Feel My Rhythm’,376,0,19,0,0,162802,56.51082611162661,376,6.627886479816676,21.592768369359653
Get A Guitar,RIIZE,Get A Guitar,559,0,9,0,0,122290,48.97757301376038,559,9.85369293142958,21.590856956128818
OHAYO MY NIGHT,디핵 (D-Hack),OHAYO MY NIGHT,48,0,5,0,0,244782,69.29334517757017,48,0.8461131676361713,21.38028277061637
WHEN I MOVE,카라,MOVE AGAIN,905,0,18,0,0,58606,33.9057088664941,905,15.952758681473647,21.338643736979783
Boat,죠지,Boat,83,0,8,0,0,229329,67.07045875345187,83,1.463070685704213,21.145287106028512
미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,254,0,6,0,0,180198,59.45341033824214,254,4.477348845408073,20.970167293258292
Nostalgia,우디 (Woody),Nostalgia,919,1,16,0,1,52023,31.944749339031368,920,16.21716904635995,20.935443134161375
희재,성시경,국화꽃 향기 OST,229,0,15,0,0,184952,60.2325575442127,229,4.036664903930901,20.89543269601544
첫 키스에 내 심장은 120BPM,경서,ONGOING,910,0,20,0,0,44491,29.541862461169877,910,16.040895469769083,20.09118556718932
Weekend,태연 (TAEYEON),Weekend,74,0,5,0,0,207696,63.8286787292877,74,1.3044244667724307,20.061700745527013
FRIEND THE END,볼빨간사춘기,사랑.zip,824,1,14,0,1,54646,32.740173543582465,825,14.542570068746693,20.001851111197425
크리스마스니까,성시경,Jelly Christmas 2012 HEART PROJECT,235,0,5,0,0,165123,56.91222612889185,235,4.142429049885423,19.97336817358735
가을 타나 봐,바이브,가을 타나 봐,130,0,7,0,0,190694,61.160397946109356,130,2.2915564956812977,19.952208930809714
INVU,태연 (TAEYEON),INVU - The 3rd Album,275,0,13,0,0,154957,55.132462164983686,275,4.847523356248899,19.933004998869336
KNOCK,이채연,Over The Moon,873,0,18,0,0,45336,29.82108138932389,873,15.388683236382866,19.71840268226517
그댄 행복에 살텐데 (2022),최유리,그댄 행복에 살텐데 (2022),788,0,16,0,0,55966,33.13324121919079,788,13.89035783536048,19.66322285050957
"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,17,0,2,0,0,206036,63.57309323842133,17,0.29966508020447735,19.281693527669532
너를 생각해,주시크 (Joosiq),너를 생각해,150,0,7,0,0,171904,58.069057792044546,150,2.6441036488630356,19.271589891817488
CAKE,ITZY (있지),KILL MY DOUBT,888,0,13,0,0,38137,27.3511160127763,888,15.65309360126917,19.162500324721307
Either Way,IVE (아이브),I'VE MINE,550,4,6,0,4,85408,40.93087833637609,554,9.765556143134143,19.115152801106724
리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Episode 3,7,0,2,0,0,204321,63.30795587094627,7,0.12339150361360832,19.078760813813407
우연히 봄,로꼬,냄새를 보는 소녀 OST Part.2,65,0,5,0,0,183968,60.07211624318294,65,1.1457782478406489,18.823679646443335
바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,15,0,3,0,0,193865,61.66681139847546,15,0.26441036488630354,18.68513067496305
Yet To Come,방탄소년단,Proof,256,0,15,0,0,129452,50.39137054986974,256,4.512603560726247,18.276233657469295
사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),호프리스 로맨틱,420,0,11,0,0,96952,43.60940632445167,420,7.4034902168164995,18.26526504910705
ISTJ,NCT DREAM,ISTJ - The 3rd Album,508,0,12,0,0,78983,39.36122453517633,508,8.954697690816147,18.076655744124203
on the street (with J. Cole),j-hope,on the street (with J. Cole),606,0,28,0,0,62626,35.04928194956064,606,10.682178741406663,17.992309703852854
SNEAKERS,ITZY (있지),CHECKMATE,476,0,13,0,0,82538,40.23729330822159,476,8.390622245725366,17.94462356447423
별 떨어진다 (I Do),도경수(D.O.),기대 - The 2nd Mini Album,294,0,7,0,0,115868,47.67421421384744,294,5.182443151771549,17.929974470394317
Take Two,방탄소년단,Take Two,533,0,18,0,0,72246,37.645120498320246,533,9.395381632293319,17.870303292101397
나의 바람 (Wind And Wish),비투비,WIND AND WISH,544,0,15,0,0,70366,37.152087441173116,544,9.589282566543275,17.858124028932227
가을밤에 든 생각,잔나비,잔나비 소곡집 l,25,0,4,0,0,171921,58.07192901545315,25,0.44068394147717255,17.730057463669965
마지막 사랑,신예영,마지막 사랑,772,0,14,0,0,37864,27.253045039675722,772,13.60832011281509,17.70173759087328
I WANT,IVE (아이브),I WANT,619,0,14,0,0,57103,33.46811486402674,619,10.911334390974794,17.678368532890374
You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],427,22,5,0,4,82221,40.15995018955983,449,7.914683588930019,17.58826356911896
F*ck My Life,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',370,0,7,0,0,94183,42.98214136111035,370,6.522122333862154,17.460128042036615
인생찬가,임영웅,IM HERO,547,0,49,0,0,64822,35.65849434750141,547,9.642164639520535,17.4470635519148
GANADARA (Feat. 아이유),박재범,GANADARA,132,0,6,0,0,141733,52.72751186596594,132,2.326811210999471,17.447021407489412
POP!,나연 (TWICE),IM NAYEON,345,0,11,0,0,98484,43.952605794786194,345,6.081438392384982,17.442788613105346
그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),1,0,1,0,0,171102,57.93344189625338,1,0.017627357659086903,17.39237171923737
사랑의 바보,제이세라,사랑의 바보,816,0,20,0,0,29537,24.070492686947123,816,14.383923849814915,17.289894500954574
Love Me Again,V,Layover,547,0,12,0,0,62925,35.13285152552082,547,9.642164639520535,17.28937070532062
인사,범진,인사,27,0,1,0,0,162455,56.450569736648205,27,0.47593865679534636,17.268327980751206
SMILEY (Feat. BIBI),YENA (최예나),ˣ‿ˣ (SMiLEY),43,0,4,0,0,157956,55.663415605970535,43,0.7579763793407368,17.229608147329674
위하여 (We Higher) (Prod. GroovyRoom),그루비룸 (GroovyRoom),쇼미더머니 11 Episode 1,504,0,12,0,0,68664,36.70002313154057,504,8.8841882601798,17.22893872158803
I Love My Body,화사 (HWASA),I Love My Body,728,2,9,0,2,37713,27.198648768518403,730,12.86797109113344,17.167174394348926
사랑한다고 말해줘,탑현,사랑한다고 말해줘,398,0,11,0,0,82792,40.299158277596334,398,7.015688348316587,17.00072932710051
ASAP,NewJeans,NewJeans 2nd EP 'Get Up',522,0,12,0,0,58409,33.848675054203994,522,9.201480698043362,16.595639004891552
HOT,세븐틴 (SEVENTEEN),SEVENTEEN 4th Album 'Face the Sun',78,0,8,0,0,137935,52.0162486073816,78,1.3749338974087784,16.567328310400622
나비무덤,포맨 (4MEN),나비무덤,785,0,14,0,0,26238,22.686481851949228,785,13.83747576238322,16.49217758925302
Poppy (Korean Ver.),STAYC(스테이씨),Teddy Bear,569,0,14,0,0,49413,31.13310233442152,569,10.029966508020447,16.360907255940766
KIDDING,이세계아이돌,KIDDING,426,0,11,0,0,69283,36.865075743883565,426,7.50925436277102,16.316000777104783
Broken Melodies,NCT DREAM,ISTJ - The 3rd Album,329,0,11,0,0,83961,40.58266746785604,329,5.799400669839591,16.234380709244526
부동의 첫사랑,10CM,5.4 [부동의 첫사랑],531,0,11,0,0,52474,32.08291891737436,531,9.360126916975146,16.17696451709491
다시 사랑한다면 (니글니글 버터플라이),김필,복면가왕 47회,10,0,2,0,0,143830,53.116142633616406,10,0.17627357659086904,16.05823429369853
In Bloom,ZEROBASEONE (제로베이스원),YOUTH IN THE SHADE,329,0,11,0,0,81219,39.91449208540778,329,5.799400669839591,16.03392809451005
음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',173,0,2,0,0,107749,45.97358935914732,173,3.049532875022034,15.92674982025962
네가 보고 싶은 건 자연스러운 거겠지,신예영,혼잣말 獨白,627,0,11,0,0,35935,26.549760809786548,627,11.052353252247487,15.701575519509205
Baddie,IVE (아이브),I'VE MINE,286,21,4,0,2,79560,39.50473705392659,307,5.41159880133968,15.639540277115751
스티커 사진,21학번,스티커 사진,373,0,12,0,0,67141,36.290728883277936,373,6.5750044068394145,15.489721749770972
Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,31,0,1,0,0,125749,49.665413800731244,31,0.546448087431694,15.282137801421559
Off The Record,IVE (아이브),I'VE MINE,321,0,4,0,0,72080,37.60184693456546,321,5.6583818085668955,15.241421346366463
A bientot,임영웅,IM HERO,412,0,37,0,0,57759,33.659806963300134,412,7.262471355543804,15.181672037870701
Vancouver 2,BIG Naughty (서동현),ICN > YVR,373,0,7,0,0,62888,35.12252092042951,373,6.5750044068394145,15.13925936091644
Zero,NewJeans,Zero,420,1,8,0,1,55862,33.102441631851406,421,7.421117574475586,15.125514791688332
7시에 들어줘 (Feat. Peder Elias),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',210,0,6,0,0,88741,41.72188747169545,210,3.7017451084082498,15.10778781739441
MY BAG,i-dle (아이들),I NEVER DIE,182,0,6,0,0,93667,42.864236611064875,182,3.208179093953816,15.104996349087132
안녕이라고 말하지마,V.O.S,안녕이라고 말하지마,714,0,15,0,0,21205,20.394869305859537,714,12.585933368588048,14.928614149769494
Baggy Jeans,NCT U,Golden Age - The 4th Album,396,0,10,0,0,56132,33.182342866826694,396,6.980433632998413,14.841006403146896
찬란한 하루,멜로망스,찬란한 하루,586,0,14,0,0,32764,25.351300714720555,586,10.329631588224924,14.836132326173612
밤이 무서워요 (Lonely Night),주주 시크릿,밤이 무서워요 (Lonely Night),595,0,10,0,0,31317,24.78516784989666,595,10.488277807156706,14.77734481997869
3D (feat. Jack Harlow),정국,3D (feat. Jack Harlow),279,0,5,0,0,64122,35.46543721063756,279,4.918032786885246,14.08225411401094
듣고 싶을까,MSG워너비(M.O.M),듣고 싶을까,66,0,4,0,0,99345,44.14431633558824,66,1.1634056054997355,14.057678824526288
Girls,aespa,Girls - The 2nd Mini Album,140,0,6,0,0,84721,40.765927228023116,140,2.467830072272166,13.95725921899745
친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현),친구로 지내다 보면,233,0,8,0,0,68551,36.66981217502949,233,4.107174334567248,13.87596568670592
늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),LOVE & HATE,173,0,7,0,0,75819,38.564776099515626,173,3.049532875022034,13.704105842370112
