year,week,rank,title,artist,album,like_cnt
2021,02.22~02.28,13,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,116538
2021,02.22~02.28,14,Blueming,아이유,Love poem,369739
2021,02.22~02.28,15,오래된 노래,스탠딩 에그,오래된 노래,291375
2021,02.22~02.28,16,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,320124
2021,02.22~02.28,17,I'm Not Cool,현아,I’m Not Cool,43704
2021,02.22~02.28,18,Life Goes On,방탄소년단,BE,245671
2021,02.22~02.28,19,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각),52440
2021,02.22~02.28,20,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,495130
2021,02.22~02.28,21,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),127493
2021,02.22~02.28,22,사실 나는 (Feat.전건호),경서예지,사실 나는,106926
2021,02.22~02.28,23,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,106577
2021,02.22~02.28,24,METEOR,창모 (CHANGMO),Boyhood,312716
2021,02.22~02.28,25,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3,150846
2021,02.22~02.28,26,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438247
2021,02.22~02.28,27,어떻게 지내 (Prod. By VAN.C),오반(OVAN),어떻게 지내,227394
2021,02.22~02.28,28,How You Like That,BLACKPINK,How You Like That,206282
2021,02.22~02.28,29,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,227387
2021,02.22~02.28,30,혼술하고 싶은 밤,벤,혼술하고 싶은 밤,72492
2021,02.22~02.28,31,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,206801
2021,02.22~02.28,32,아로하,조정석,슬기로운 의사생활 OST Part 3,265987
2021,02.22~02.28,33,마음을 드려요,아이유,사랑의 불시착 OST Part 11,265840
2021,02.22~02.28,34,When We Disco (Duet with 선미),박진영,When We Disco,83876
2021,02.22~02.28,35,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,294543
2021,02.22~02.28,36,화(火花),i-dle (아이들),I burn,96037
2021,02.22~02.28,37,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,416076
2021,02.22~02.28,38,서면역에서,순순희,서면역에서,65784
2021,02.22~02.28,39,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,156303
2021,02.22~02.28,40,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,272292
2021,02.22~02.28,41,봄날,방탄소년단,YOU NEVER WALK ALONE,509761
2021,02.22~02.28,42,술 한잔 해요,원경서,술 한잔 해요,36650
2021,02.22~02.28,43,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,193579
2021,02.22~02.28,44,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,153715
2021,02.22~02.28,45,꼬리 (TAIL),선미,꼬리 (TAIL),34763
2021,02.22~02.28,46,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,93029
2021,02.22~02.28,47,Love poem,아이유,Love poem,353771
2021,02.22~02.28,48,Don't Call Me,SHINee (샤이니),Don't Call Me - The 7th Album,82895
2021,02.22~02.28,49,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),쇼미더머니 9 Final,97980
2021,02.22~02.28,50,너를 만나,폴킴,너를 만나,320731
2021,02.22~02.28,51,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),69797
2021,02.22~02.28,52,마리아 (Maria),화사 (HWASA),María,162438
2021,02.22~02.28,53,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,80161
2021,02.22~02.28,54,안녕,폴킴,호텔 델루나 OST Part.10,224279
2021,02.22~02.28,55,Downtown Baby,블루 (BLOO),Downtown Baby,207093
2021,02.22~02.28,56,우린 어쩌다 헤어진 걸까,허각,Hello,55517
2021,02.22~02.28,57,I CAN’T STOP ME,TWICE (트와이스),Eyes wide open,73873
2021,02.22~02.28,58,Panorama,IZ*ONE (아이즈원),One-reeler / Act IV,112670
2021,02.22~02.28,59,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,121181
2021,02.22~02.28,60,DON'T TOUCH ME,환불원정대,DON'T TOUCH ME,151513
2021,02.22~02.28,61,홀로,이하이,홀로,158673
2021,02.22~02.28,62,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),쇼미더머니 9 Episode 3,71725
2021,02.22~02.28,63,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,182713
2021,02.22~02.28,64,다시 만날까 봐 (Prod.V.O.S),이예준,다시 만날까 봐 (Prod.V.O.S),35710
2021,02.22~02.28,65,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,118006
2021,02.22~02.28,66,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",44052
2021,02.22~02.28,67,눈누난나 (NUNU NANA),제시 (Jessi),NUNA,104551
2021,02.22~02.28,68,사랑한단 거짓말은 안 할래,먼데이 키즈,사랑한단 거짓말은 안 할래,13378
2021,02.22~02.28,69,아무노래,지코 (ZICO),아무노래,282220
2021,02.22~02.28,70,소확행,임창정,힘든 건 사랑이 아니다,57860
2021,02.22~02.28,71,Freak (Prod. Slom),릴보이 (lIlBOI),쇼미더머니 9 Episode 1,88279
2021,02.22~02.28,72,사랑하는 당신께,폴킴,사랑하는 당신께,40918
2021,02.22~02.28,73,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,쇼미더머니 9 Episode 3,72738
2021,02.22~02.28,74,한잔이면 지워질까,황인욱,한잔이면 지워질까,29800
2021,02.22~02.28,75,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,163065
2021,02.22~02.28,76,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),쇼미더머니 9 Final,59076
2021,02.22~02.28,77,What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album,105597
2021,02.22~02.28,78,가을밤에 든 생각,잔나비,잔나비 소곡집 l,171886
2021,02.22~02.28,79,별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),Red Moon : Ode To The Stars,65041
2021,02.22~02.28,80,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가,246818
2021,02.22~02.28,81,뻔한남자,이승기,뻔한남자,42718
2021,02.22~02.28,82,Black Mamba,aespa,Black Mamba,116574
2021,02.22~02.28,83,행복해,송하예,Happy,39070
2021,02.22~02.28,84,잘할게,이승기,The Project,31305
2021,02.22~02.28,85,ON,방탄소년단,MAP OF THE SOUL : 7,247709
2021,02.22~02.28,86,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),윤하 (YOUNHA),서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),76776
2021,02.22~02.28,87,오늘도 난 봄을 기다려,케이시 (Kassy),"비밀:리에 vol.2 ""오늘도 난 봄을 기다려""",33993
2021,02.22~02.28,88,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,쇼미더머니 9 Semi Final,45874
2021,02.22~02.28,89,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Semi Final,39359
2021,02.22~02.28,90,Bicycle,청하,Querencia,26226
2021,02.22~02.28,91,나로 바꾸자 (duet with JYP),비,나로 바꾸자 (duet with JYP),28154
2021,02.22~02.28,92,함께 했는데 이별은 나 혼자인 거야,이소정,함께 했는데 이별은 나 혼자인 거야,61845
2021,02.22~02.28,93,너도 아는,폴킴,너도 아는,59931
2021,02.22~02.28,94,마음이 그래,개코,마음이 그래,41062
2021,02.22~02.28,95,좋아해.. (바른연애 길잡이 X 죠지),죠지,좋아해.. (바른연애 길잡이 X 죠지),113251
2021,02.22~02.28,96,12월의 어느 겨울…,윤도 (YoonDo),12월의 어느 겨울…,28836
2021,02.22~02.28,97,밤편지,아이유,밤편지,455685
2021,02.22~02.28,98,그대 없이 그대와,HYNN (박혜원),그대 없이 그대와,22480
2021,02.22~02.28,99,주저하는 연인들을 위해,잔나비,전설,453204
2021,02.22~02.28,100,그때 그 아인,김필,이태원 클라쓰 OST Part.6,161241
2021,03.01~03.07,1,Celebrity,아이유,IU 5th Album 'LILAC',349280
2021,03.01~03.07,2,롤린 (Rollin'),브레이브걸스,Rollin',301513
2021,03.01~03.07,3,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),244775
2021,03.01~03.07,4,Dynamite,방탄소년단,Dynamite (DayTime Version),466632
2021,03.01~03.07,5,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (MIRANI),쇼미더머니 9 Episode 1,222707
2021,03.01~03.07,6,잠이 오질 않네요,장범준,잠이 오질 않네요,174992
2021,03.01~03.07,7,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,140250
2021,03.01~03.07,8,Lovesick Girls,BLACKPINK,THE ALBUM,249634
2021,03.01~03.07,9,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),261057
2021,03.01~03.07,10,내 손을 잡아,아이유,최고의 사랑 OST Part.4,221709
2021,03.01~03.07,11,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),117708
2021,03.01~03.07,12,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,397072
2021,03.01~03.07,13,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),166864
2021,03.01~03.07,14,Blueming,아이유,Love poem,369739
2021,03.01~03.07,15,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,116538
2021,03.01~03.07,16,오래된 노래,스탠딩 에그,오래된 노래,291375
2021,03.01~03.07,17,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,320124
2021,03.01~03.07,18,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,106577
2021,03.01~03.07,19,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각),52440
2021,03.01~03.07,20,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,495130
2021,03.01~03.07,21,사실 나는 (Feat.전건호),경서예지,사실 나는,106926
2021,03.01~03.07,22,I'm Not Cool,현아,I’m Not Cool,43704
2021,03.01~03.07,23,Life Goes On,방탄소년단,BE,245671
2021,03.01~03.07,24,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),127493
2021,03.01~03.07,25,METEOR,창모 (CHANGMO),Boyhood,312716
2021,03.01~03.07,26,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438247
2021,03.01~03.07,27,어떻게 지내 (Prod. By VAN.C),오반(OVAN),어떻게 지내,227394
2021,03.01~03.07,28,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3,150846
2021,03.01~03.07,29,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,227387
2021,03.01~03.07,30,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,206801
2021,03.01~03.07,31,혼술하고 싶은 밤,벤,혼술하고 싶은 밤,72492
2021,03.01~03.07,32,How You Like That,BLACKPINK,How You Like That,206282
2021,03.01~03.07,33,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",양요섭,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",134392
2021,03.01~03.07,34,아로하,조정석,슬기로운 의사생활 OST Part 3,265987
2021,03.01~03.07,35,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,294543
2021,03.01~03.07,36,사랑하는 당신께,폴킴,사랑하는 당신께,40918
2021,03.01~03.07,37,마음을 드려요,아이유,사랑의 불시착 OST Part 11,265840
2021,03.01~03.07,38,When We Disco (Duet with 선미),박진영,When We Disco,83876
2021,03.01~03.07,39,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,156303
2021,03.01~03.07,40,꼬리 (TAIL),선미,꼬리 (TAIL),34763
2021,03.01~03.07,41,서면역에서,순순희,서면역에서,65784
2021,03.01~03.07,42,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,416076
2021,03.01~03.07,43,좋은 이별이 있을 리가 없잖아 (Feat. 조현아 Of 어반자카파),MC몽,FLOWER 9,18018
2021,03.01~03.07,44,술 한잔 해요,원경서,술 한잔 해요,36650
2021,03.01~03.07,45,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,272292
2021,03.01~03.07,46,봄날,방탄소년단,YOU NEVER WALK ALONE,509761
2021,03.01~03.07,47,Don't Call Me,SHINee (샤이니),Don't Call Me - The 7th Album,82895
2021,03.01~03.07,48,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,193579
2021,03.01~03.07,49,화(火花),i-dle (아이들),I burn,96037
2021,03.01~03.07,50,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,153715
2021,03.01~03.07,51,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,93029
2021,03.01~03.07,52,Love poem,아이유,Love poem,353771
2021,03.01~03.07,53,너를 만나,폴킴,너를 만나,320731
2021,03.01~03.07,54,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,121181
2021,03.01~03.07,55,우린 어쩌다 헤어진 걸까,허각,Hello,55517
2021,03.01~03.07,56,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),69797
2021,03.01~03.07,57,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),쇼미더머니 9 Final,97980
2021,03.01~03.07,58,안녕,폴킴,호텔 델루나 OST Part.10,224279
2021,03.01~03.07,59,Downtown Baby,블루 (BLOO),Downtown Baby,207093
2021,03.01~03.07,60,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,80161
2021,03.01~03.07,61,마리아 (Maria),화사 (HWASA),María,162438
2021,03.01~03.07,62,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,182713
2021,03.01~03.07,63,I CAN’T STOP ME,TWICE (트와이스),Eyes wide open,73874
2021,03.01~03.07,64,홀로,이하이,홀로,158673
2021,03.01~03.07,65,Panorama,IZ*ONE (아이즈원),One-reeler / Act IV,112670
2021,03.01~03.07,66,다시 만날까 봐 (Prod.V.O.S),이예준,다시 만날까 봐 (Prod.V.O.S),35710
2021,03.01~03.07,67,DON'T TOUCH ME,환불원정대,DON'T TOUCH ME,151513
2021,03.01~03.07,68,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",44052
2021,03.01~03.07,69,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,118006
2021,03.01~03.07,70,아무노래,지코 (ZICO),아무노래,282220
2021,03.01~03.07,71,소확행,임창정,힘든 건 사랑이 아니다,57860
2021,03.01~03.07,72,FRIENDS (Prod. Slom),릴보이 (lIlBOI),FRIENDS,58102
2021,03.01~03.07,73,눈누난나 (NUNU NANA),제시 (Jessi),NUNA,104551
2021,03.01~03.07,74,눈이 멀었다,MC몽,FLOWER 9,7814
2021,03.01~03.07,75,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),쇼미더머니 9 Episode 3,71725
2021,03.01~03.07,76,함께 했는데 이별은 나 혼자인 거야,이소정,함께 했는데 이별은 나 혼자인 거야,61845
2021,03.01~03.07,77,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,163065
2021,03.01~03.07,78,한잔이면 지워질까,황인욱,한잔이면 지워질까,29800
2021,03.01~03.07,79,Freak (Prod. Slom),릴보이 (lIlBOI),쇼미더머니 9 Episode 1,88279
2021,03.01~03.07,80,멜로디,ASH ISLAND,멜로디,160414
2021,03.01~03.07,81,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,쇼미더머니 9 Episode 3,72738
2021,03.01~03.07,82,What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album,105597
2021,03.01~03.07,83,별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),Red Moon : Ode To The Stars,65041
2021,03.01~03.07,84,가을밤에 든 생각,잔나비,잔나비 소곡집 l,171886
2021,03.01~03.07,85,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),윤하 (YOUNHA),서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),76776
2021,03.01~03.07,86,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),쇼미더머니 9 Final,59076
2021,03.01~03.07,87,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가,246818
2021,03.01~03.07,88,뻔한남자,이승기,뻔한남자,42718
2021,03.01~03.07,89,행복해,송하예,Happy,39070
2021,03.01~03.07,90,잘할게,이승기,The Project,31305
2021,03.01~03.07,91,ON,방탄소년단,MAP OF THE SOUL : 7,247709
2021,03.01~03.07,92,사랑한단 거짓말은 안 할래,먼데이 키즈,사랑한단 거짓말은 안 할래,13378
2021,03.01~03.07,93,Black Mamba,aespa,Black Mamba,116574
2021,03.01~03.07,94,물망초 (Feat. 신용재),MC몽,FLOWER 9,9008
2021,03.01~03.07,95,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,쇼미더머니 9 Semi Final,45874
2021,03.01~03.07,96,그댈 새겨두어요 (바른연애 길잡이 X 린),린,그댈 새겨두어요 (바른연애 길잡이 X 린),10665
2021,03.01~03.07,97,오늘도 난 봄을 기다려,케이시 (Kassy),"비밀:리에 vol.2 ""오늘도 난 봄을 기다려""",33993
2021,03.01~03.07,98,Bicycle,청하,Querencia,26226
2021,03.01~03.07,99,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Semi Final,39359
2021,03.01~03.07,100,나로 바꾸자 (duet with JYP),비,나로 바꾸자 (duet with JYP),28154
2021,03.08~03.14,1,롤린 (Rollin'),브레이브걸스,Rollin',301513
2021,03.08~03.14,2,Celebrity,아이유,IU 5th Album 'LILAC',349280
2021,03.08~03.14,3,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",양요섭,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",134392
2021,03.08~03.14,4,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),244775
2021,03.08~03.14,5,Dynamite,방탄소년단,Dynamite (DayTime Version),466632
2021,03.08~03.14,6,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,140250
2021,03.08~03.14,7,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (MIRANI),쇼미더머니 9 Episode 1,222707
2021,03.08~03.14,8,잠이 오질 않네요,장범준,잠이 오질 않네요,174992
2021,03.08~03.14,9,내 손을 잡아,아이유,최고의 사랑 OST Part.4,221709
2021,03.08~03.14,10,Lovesick Girls,BLACKPINK,THE ALBUM,249634
2021,03.08~03.14,11,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),261057
2021,03.08~03.14,12,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),117708
2021,03.08~03.14,13,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),166864
2021,03.08~03.14,14,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,397072
2021,03.08~03.14,15,Blueming,아이유,Love poem,369739
2021,03.08~03.14,16,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,320124
2021,03.08~03.14,17,오래된 노래,스탠딩 에그,오래된 노래,291375
2021,03.08~03.14,18,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,116538
2021,03.08~03.14,19,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,106577
2021,03.08~03.14,20,On The Ground,로제 (ROSÉ),R,174759
2021,03.08~03.14,21,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각),52440
2021,03.08~03.14,22,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,495130
2021,03.08~03.14,23,사실 나는 (Feat.전건호),경서예지,사실 나는,106926
2021,03.08~03.14,24,METEOR,창모 (CHANGMO),Boyhood,312716
2021,03.08~03.14,25,I'm Not Cool,현아,I’m Not Cool,43704
2021,03.08~03.14,26,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438247
2021,03.08~03.14,27,Life Goes On,방탄소년단,BE,245671
2021,03.08~03.14,28,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),127493
2021,03.08~03.14,29,어떻게 지내 (Prod. By VAN.C),오반(OVAN),어떻게 지내,227394
2021,03.08~03.14,30,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,206801
2021,03.08~03.14,31,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,227387
2021,03.08~03.14,32,혼술하고 싶은 밤,벤,혼술하고 싶은 밤,72492
2021,03.08~03.14,33,아로하,조정석,슬기로운 의사생활 OST Part 3,265987
2021,03.08~03.14,34,How You Like That,BLACKPINK,How You Like That,206282
2021,03.08~03.14,35,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,294543
2021,03.08~03.14,36,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3,150846
2021,03.08~03.14,37,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,156303
2021,03.08~03.14,38,마음을 드려요,아이유,사랑의 불시착 OST Part 11,265840
2021,03.08~03.14,39,When We Disco (Duet with 선미),박진영,When We Disco,83876
2021,03.08~03.14,40,좋은 이별이 있을 리가 없잖아 (Feat. 조현아 Of 어반자카파),MC몽,FLOWER 9,18018
2021,03.08~03.14,41,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,416076
2021,03.08~03.14,42,꼬리 (TAIL),선미,꼬리 (TAIL),34763
2021,03.08~03.14,43,서면역에서,순순희,서면역에서,65784
2021,03.08~03.14,44,함께 했는데 이별은 나 혼자인 거야,이소정,함께 했는데 이별은 나 혼자인 거야,61845
2021,03.08~03.14,45,Don't Call Me,SHINee (샤이니),Don't Call Me - The 7th Album,82895
2021,03.08~03.14,46,봄날,방탄소년단,YOU NEVER WALK ALONE,509761
2021,03.08~03.14,47,술 한잔 해요,원경서,술 한잔 해요,36650
2021,03.08~03.14,48,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,272292
2021,03.08~03.14,49,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,193579
2021,03.08~03.14,50,Gone,로제 (ROSÉ),R,129258
2021,03.08~03.14,51,너를 만나,폴킴,너를 만나,320731
2021,03.08~03.14,52,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,153715
2021,03.08~03.14,53,사랑하는 당신께,폴킴,사랑하는 당신께,40918
2021,03.08~03.14,54,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,93029
2021,03.08~03.14,55,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,182713
2021,03.08~03.14,56,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,121181
2021,03.08~03.14,57,Love poem,아이유,Love poem,353771
2021,03.08~03.14,58,우린 어쩌다 헤어진 걸까,허각,Hello,55517
2021,03.08~03.14,59,화(火花),i-dle (아이들),I burn,96037
2021,03.08~03.14,60,안녕,폴킴,호텔 델루나 OST Part.10,224279
2021,03.08~03.14,61,Downtown Baby,블루 (BLOO),Downtown Baby,207093
2021,03.08~03.14,62,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),69797
2021,03.08~03.14,63,마리아 (Maria),화사 (HWASA),María,162438
2021,03.08~03.14,64,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,80161
2021,03.08~03.14,65,되풀이,임창정,펜트하우스2 OST Part.1,38287
2021,03.08~03.14,66,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),쇼미더머니 9 Final,97980
2021,03.08~03.14,67,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB),Red Moon : Full Bloom (滿開),32077
2021,03.08~03.14,68,Panorama,IZ*ONE (아이즈원),One-reeler / Act IV,112670
2021,03.08~03.14,69,I CAN’T STOP ME,TWICE (트와이스),Eyes wide open,73874
2021,03.08~03.14,70,홀로,이하이,홀로,158673
2021,03.08~03.14,71,다시 만날까 봐 (Prod.V.O.S),이예준,다시 만날까 봐 (Prod.V.O.S),35710
2021,03.08~03.14,72,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",44052
2021,03.08~03.14,73,FLYING HIGH WITH U,빈첸,FLYING HIGH WITH U,81512
2021,03.08~03.14,74,DON'T TOUCH ME,환불원정대,DON'T TOUCH ME,151513
2021,03.08~03.14,75,소확행,임창정,힘든 건 사랑이 아니다,57860
2021,03.08~03.14,76,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,118006
2021,03.08~03.14,77,아무노래,지코 (ZICO),아무노래,282220
2021,03.08~03.14,78,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),윤하 (YOUNHA),서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),76776
2021,03.08~03.14,79,눈누난나 (NUNU NANA),제시 (Jessi),NUNA,104551
2021,03.08~03.14,80,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,163065
2021,03.08~03.14,81,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),쇼미더머니 9 Episode 3,71725
2021,03.08~03.14,82,별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),Red Moon : Ode To The Stars,65041
2021,03.08~03.14,83,한잔이면 지워질까,황인욱,한잔이면 지워질까,29800
2021,03.08~03.14,84,Freak (Prod. Slom),릴보이 (lIlBOI),쇼미더머니 9 Episode 1,88279
2021,03.08~03.14,85,What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album,105597
2021,03.08~03.14,86,멜로디,ASH ISLAND,멜로디,160414
2021,03.08~03.14,87,가을밤에 든 생각,잔나비,잔나비 소곡집 l,171886
