year,week,rank,title,artist,album,like_cnt
2021,01.04~01.10,18,혼술하고 싶은 밤,벤,혼술하고 싶은 밤,72492
2021,01.04~01.10,19,When We Disco (Duet with 선미),박진영,When We Disco,83876
2021,01.04~01.10,20,Freak (Prod. Slom),릴보이 (lIlBOI),쇼미더머니 9 Episode 1,88279
2021,01.04~01.10,21,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,227387
2021,01.04~01.10,22,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,320124
2021,01.04~01.10,23,어떻게 지내 (Prod. By VAN.C),오반(OVAN),어떻게 지내,227394
2021,01.04~01.10,24,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,쇼미더머니 9 Episode 3,72738
2021,01.04~01.10,25,How You Like That,BLACKPINK,How You Like That,206282
2021,01.04~01.10,26,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438247
2021,01.04~01.10,27,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),69796
2021,01.04~01.10,28,아로하,조정석,슬기로운 의사생활 OST Part 3,265987
2021,01.04~01.10,29,METEOR,창모 (CHANGMO),Boyhood,312716
2021,01.04~01.10,30,Blueming,아이유,Love poem,369739
2021,01.04~01.10,31,서면역에서,순순희,서면역에서,65784
2021,01.04~01.10,32,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,206801
2021,01.04~01.10,33,사실 나는 (Feat.전건호),경서예지,사실 나는,106926
2021,01.04~01.10,34,DON'T TOUCH ME,환불원정대,DON'T TOUCH ME,151513
2021,01.04~01.10,35,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,쇼미더머니 9 Semi Final,45874
2021,01.04~01.10,36,마음을 드려요,아이유,사랑의 불시착 OST Part 11,265840
2021,01.04~01.10,37,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,294543
2021,01.04~01.10,38,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,416076
2021,01.04~01.10,39,I CAN’T STOP ME,TWICE (트와이스),Eyes wide open,73873
2021,01.04~01.10,40,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,93029
2021,01.04~01.10,41,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,106577
2021,01.04~01.10,42,마리아 (Maria),화사 (HWASA),María,162438
2021,01.04~01.10,43,뻔한남자,이승기,뻔한남자,42718
2021,01.04~01.10,44,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,272292
2021,01.04~01.10,45,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,153715
2021,01.04~01.10,46,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,80161
2021,01.04~01.10,47,홀로,이하이,홀로,158673
2021,01.04~01.10,48,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Semi Final,39359
2021,01.04~01.10,49,봄날,방탄소년단,YOU NEVER WALK ALONE,509761
2021,01.04~01.10,50,눈누난나 (NUNU NANA),제시 (Jessi),NUNA,104551
2021,01.04~01.10,51,한잔이면 지워질까,황인욱,한잔이면 지워질까,29800
2021,01.04~01.10,52,가을밤에 든 생각,잔나비,잔나비 소곡집 l,171886
2021,01.04~01.10,53,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,193579
2021,01.04~01.10,54,Downtown Baby,블루 (BLOO),Downtown Baby,207093
2021,01.04~01.10,55,What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album,105597
2021,01.04~01.10,56,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",44052
2021,01.04~01.10,57,안녕,폴킴,호텔 델루나 OST Part.10,224279
2021,01.04~01.10,58,소확행,임창정,힘든 건 사랑이 아니다,57860
2021,01.04~01.10,59,너를 만나,폴킴,너를 만나,320731
2021,01.04~01.10,60,Panorama,IZ*ONE (아이즈원),One-reeler / Act IV,112670
2021,01.04~01.10,61,나로 바꾸자 (duet with JYP),비,나로 바꾸자 (duet with JYP),28154
2021,01.04~01.10,62,"여백의 미 (Feat. Jessi, JUSTHIS) (Prod. GroovyRoom)",머쉬베놈 (MUSHVENOM),쇼미더머니 9 Final,38835
2021,01.04~01.10,63,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,118006
2021,01.04~01.10,64,잘할게,이승기,The Project,31305
2021,01.04~01.10,65,행복해,송하예,Happy,39070
2021,01.04~01.10,66,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,156303
2021,01.04~01.10,67,Love poem,아이유,Love poem,353771
2021,01.04~01.10,68,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,182713
2021,01.04~01.10,69,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,163065
2021,01.04~01.10,70,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,180203
2021,01.04~01.10,71,우린 어쩌다 헤어진 걸까,허각,Hello,55517
2021,01.04~01.10,72,별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),Red Moon : Ode To The Stars,65041
2021,01.04~01.10,73,너도 아는,폴킴,너도 아는,59931
2021,01.04~01.10,74,아무노래,지코 (ZICO),아무노래,282220
2021,01.04~01.10,75,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가,246818
2021,01.04~01.10,76,적외선 카메라,원슈타인,쇼미더머니 9 Episode 3,69226
2021,01.04~01.10,77,"가다 (Feat. 사이먼 도미닉, The Quiett) (Prod. SLO)",머쉬베놈 (MUSHVENOM),쇼미더머니 9 Final,24122
2021,01.04~01.10,78,Black Mamba,aespa,Black Mamba,116574
2021,01.04~01.10,79,원해 (Feat. 팔로알토) (Prod. 코드 쿤스트),스윙스,쇼미더머니 9 Episode 1,37847
2021,01.04~01.10,80,ON,방탄소년단,MAP OF THE SOUL : 7,247709
2021,01.04~01.10,81,놓아줘 (with 태연),Crush,with HER,66087
2021,01.04~01.10,82,For You (Feat. Crush),이하이,For You,74278
2021,01.04~01.10,83,12월의 어느 겨울…,윤도 (YoonDo),12월의 어느 겨울…,28836
2021,01.04~01.10,84,Blue & Grey,방탄소년단,BE,122861
2021,01.04~01.10,85,요즘,양다일,요즘,30543
2021,01.04~01.10,86,내 방을 여행하는 법,방탄소년단,BE,113275
2021,01.04~01.10,87,크리스마스니까,성시경,Jelly Christmas 2012 HEART PROJECT,165125
2021,01.04~01.10,88,부어라 비워라 (Tricker) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Episode 3,27171
2021,01.04~01.10,89,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,140250
2021,01.04~01.10,90,사랑은(Feat.원슈타인),마미손,나의슬픔(My Sadness),117906
2021,01.04~01.10,91,그때 그 아인,김필,이태원 클라쓰 OST Part.6,161241
2021,01.04~01.10,92,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,230206
2021,01.04~01.10,93,첫눈처럼 너에게 가겠다,에일리(Ailee),도깨비 OST Part.9,351209
2021,01.04~01.10,94,덤디덤디 (DUMDi DUMDi),i-dle (아이들),덤디덤디 (DUMDi DUMDi),128588
2021,01.04~01.10,95,Pretty Savage,BLACKPINK,THE ALBUM,101498
2021,01.04~01.10,96,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,247485
2021,01.04~01.10,97,서로를 위한 것,나얼,서로를 위한 것,21763
2021,01.04~01.10,98,AYA,마마무 (Mamamoo),TRAVEL,36539
2021,01.04~01.10,99,겨울잠,장덕철,겨울잠,12142
2021,01.04~01.10,100,취했나봐,황인욱,취했나봐,57706
2021,01.11~01.17,1,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (MIRANI),쇼미더머니 9 Episode 1,222707
2021,01.11~01.17,2,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),244775
2021,01.11~01.17,3,Dynamite,방탄소년단,Dynamite (DayTime Version),466632
2021,01.11~01.17,4,잠이 오질 않네요,장범준,잠이 오질 않네요,174992
2021,01.11~01.17,5,Lovesick Girls,BLACKPINK,THE ALBUM,249634
2021,01.11~01.17,6,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),261057
2021,01.11~01.17,7,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,116538
2021,01.11~01.17,8,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3,150846
2021,01.11~01.17,9,Life Goes On,방탄소년단,BE,245671
2021,01.11~01.17,10,오래된 노래,스탠딩 에그,오래된 노래,291375
2021,01.11~01.17,11,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),127493
2021,01.11~01.17,12,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),쇼미더머니 9 Final,97980
2021,01.11~01.17,13,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,397072
2021,01.11~01.17,14,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),166864
2021,01.11~01.17,15,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,495130
2021,01.11~01.17,16,혼술하고 싶은 밤,벤,혼술하고 싶은 밤,72492
2021,01.11~01.17,17,화(火花),i-dle (아이들),I burn,96037
2021,01.11~01.17,18,When We Disco (Duet with 선미),박진영,When We Disco,83876
2021,01.11~01.17,19,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,320124
2021,01.11~01.17,20,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),쇼미더머니 9 Episode 3,71725
2021,01.11~01.17,21,Blueming,아이유,Love poem,369739
2021,01.11~01.17,22,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,227387
2021,01.11~01.17,23,어떻게 지내 (Prod. By VAN.C),오반(OVAN),어떻게 지내,227394
2021,01.11~01.17,24,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438247
2021,01.11~01.17,25,METEOR,창모 (CHANGMO),Boyhood,312716
2021,01.11~01.17,26,How You Like That,BLACKPINK,How You Like That,206282
2021,01.11~01.17,27,Freak (Prod. Slom),릴보이 (lIlBOI),쇼미더머니 9 Episode 1,88279
2021,01.11~01.17,28,아로하,조정석,슬기로운 의사생활 OST Part 3,265987
2021,01.11~01.17,29,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),쇼미더머니 9 Final,59076
2021,01.11~01.17,30,서면역에서,순순희,서면역에서,65784
2021,01.11~01.17,31,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,206801
2021,01.11~01.17,32,사실 나는 (Feat.전건호),경서예지,사실 나는,106926
2021,01.11~01.17,33,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,쇼미더머니 9 Episode 3,72738
2021,01.11~01.17,34,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),69796
2021,01.11~01.17,35,마음을 드려요,아이유,사랑의 불시착 OST Part 11,265840
2021,01.11~01.17,36,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,294543
2021,01.11~01.17,37,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,106577
2021,01.11~01.17,38,DON'T TOUCH ME,환불원정대,DON'T TOUCH ME,151513
2021,01.11~01.17,39,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,416076
2021,01.11~01.17,40,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,93029
2021,01.11~01.17,41,I CAN’T STOP ME,TWICE (트와이스),Eyes wide open,73873
2021,01.11~01.17,42,마리아 (Maria),화사 (HWASA),María,162438
2021,01.11~01.17,43,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,153715
2021,01.11~01.17,44,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,쇼미더머니 9 Semi Final,45874
2021,01.11~01.17,45,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,272292
2021,01.11~01.17,46,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,80161
2021,01.11~01.17,47,봄날,방탄소년단,YOU NEVER WALK ALONE,509761
2021,01.11~01.17,48,홀로,이하이,홀로,158673
2021,01.11~01.17,49,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,193579
2021,01.11~01.17,50,뻔한남자,이승기,뻔한남자,42718
2021,01.11~01.17,51,한잔이면 지워질까,황인욱,한잔이면 지워질까,29800
2021,01.11~01.17,52,눈누난나 (NUNU NANA),제시 (Jessi),NUNA,104551
2021,01.11~01.17,53,Downtown Baby,블루 (BLOO),Downtown Baby,207093
2021,01.11~01.17,54,가을밤에 든 생각,잔나비,잔나비 소곡집 l,171886
2021,01.11~01.17,55,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Semi Final,39359
2021,01.11~01.17,56,안녕,폴킴,호텔 델루나 OST Part.10,224279
2021,01.11~01.17,57,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",44052
2021,01.11~01.17,58,너를 만나,폴킴,너를 만나,320731
2021,01.11~01.17,59,Panorama,IZ*ONE (아이즈원),One-reeler / Act IV,112670
2021,01.11~01.17,60,소확행,임창정,힘든 건 사랑이 아니다,57860
2021,01.11~01.17,61,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,156303
2021,01.11~01.17,62,Love poem,아이유,Love poem,353771
2021,01.11~01.17,63,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,118006
2021,01.11~01.17,64,What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album,105597
2021,01.11~01.17,65,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,182713
2021,01.11~01.17,66,행복해,송하예,Happy,39070
2021,01.11~01.17,67,우린 어쩌다 헤어진 걸까,허각,Hello,55517
2021,01.11~01.17,68,나로 바꾸자 (duet with JYP),비,나로 바꾸자 (duet with JYP),28154
2021,01.11~01.17,69,잘할게,이승기,The Project,31305
2021,01.11~01.17,70,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,163065
2021,01.11~01.17,71,"여백의 미 (Feat. Jessi, JUSTHIS) (Prod. GroovyRoom)",머쉬베놈 (MUSHVENOM),쇼미더머니 9 Final,38835
2021,01.11~01.17,72,별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),Red Moon : Ode To The Stars,65041
2021,01.11~01.17,73,아무노래,지코 (ZICO),아무노래,282220
2021,01.11~01.17,74,너도 아는,폴킴,너도 아는,59931
2021,01.11~01.17,75,12월의 어느 겨울…,윤도 (YoonDo),12월의 어느 겨울…,28836
2021,01.11~01.17,76,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가,246818
2021,01.11~01.17,77,Black Mamba,aespa,Black Mamba,116574
2021,01.11~01.17,78,ON,방탄소년단,MAP OF THE SOUL : 7,247709
2021,01.11~01.17,79,놓아줘 (with 태연),Crush,with HER,66087
2021,01.11~01.17,80,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,180203
2021,01.11~01.17,81,적외선 카메라,원슈타인,쇼미더머니 9 Episode 3,69226
2021,01.11~01.17,82,For You (Feat. Crush),이하이,For You,74278
2021,01.11~01.17,83,원해 (Feat. 팔로알토) (Prod. 코드 쿤스트),스윙스,쇼미더머니 9 Episode 1,37847
2021,01.11~01.17,84,"가다 (Feat. 사이먼 도미닉, The Quiett) (Prod. SLO)",머쉬베놈 (MUSHVENOM),쇼미더머니 9 Final,24122
2021,01.11~01.17,85,Blue & Grey,방탄소년단,BE,122861
2021,01.11~01.17,86,옜다 (Take It) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),굴젓 (G+Jus),25321
2021,01.11~01.17,87,내 방을 여행하는 법,방탄소년단,BE,113275
2021,01.11~01.17,88,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,140250
2021,01.11~01.17,89,요즘,양다일,요즘,30543
2021,01.11~01.17,90,겨울잠,장덕철,겨울잠,12142
2021,01.11~01.17,91,덤디덤디 (DUMDi DUMDi),i-dle (아이들),덤디덤디 (DUMDi DUMDi),128588
2021,01.11~01.17,92,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,230206
2021,01.11~01.17,93,부어라 비워라 (Tricker) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Episode 3,27171
2021,01.11~01.17,94,그때 그 아인,김필,이태원 클라쓰 OST Part.6,161241
2021,01.11~01.17,95,사랑은(Feat.원슈타인),마미손,나의슬픔(My Sadness),117906
2021,01.11~01.17,96,Your Lights,이수 (엠씨더맥스),Your Lights (바이크 원정대 OST Part.1),25355
2021,01.11~01.17,97,첫눈처럼 너에게 가겠다,에일리(Ailee),도깨비 OST Part.9,351209
2021,01.11~01.17,98,크리스마스니까,성시경,Jelly Christmas 2012 HEART PROJECT,165125
2021,01.11~01.17,99,Pretty Savage,BLACKPINK,THE ALBUM,101498
2021,01.11~01.17,100,밤편지,아이유,밤편지,455685
2021,01.18~01.24,1,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),244775
2021,01.18~01.24,2,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (MIRANI),쇼미더머니 9 Episode 1,222707
2021,01.18~01.24,3,Dynamite,방탄소년단,Dynamite (DayTime Version),466632
2021,01.18~01.24,4,잠이 오질 않네요,장범준,잠이 오질 않네요,174992
2021,01.18~01.24,5,Lovesick Girls,BLACKPINK,THE ALBUM,249634
2021,01.18~01.24,6,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),261057
2021,01.18~01.24,7,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,116538
2021,01.18~01.24,8,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3,150846
2021,01.18~01.24,9,오래된 노래,스탠딩 에그,오래된 노래,291375
2021,01.18~01.24,10,Life Goes On,방탄소년단,BE,245671
2021,01.18~01.24,11,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),127493
2021,01.18~01.24,12,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,397072
2021,01.18~01.24,13,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),166864
2021,01.18~01.24,14,화(火花),i-dle (아이들),I burn,96037
2021,01.18~01.24,15,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,495130
2021,01.18~01.24,16,혼술하고 싶은 밤,벤,혼술하고 싶은 밤,72492
2021,01.18~01.24,17,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),쇼미더머니 9 Final,97980
2021,01.18~01.24,18,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,320124
2021,01.18~01.24,19,Blueming,아이유,Love poem,369739
2021,01.18~01.24,20,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,227387
2021,01.18~01.24,21,When We Disco (Duet with 선미),박진영,When We Disco,83876
2021,01.18~01.24,22,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438247
2021,01.18~01.24,23,어떻게 지내 (Prod. By VAN.C),오반(OVAN),어떻게 지내,227394
2021,01.18~01.24,24,METEOR,창모 (CHANGMO),Boyhood,312716
2021,01.18~01.24,25,How You Like That,BLACKPINK,How You Like That,206282
2021,01.18~01.24,26,아로하,조정석,슬기로운 의사생활 OST Part 3,265987
2021,01.18~01.24,27,사실 나는 (Feat.전건호),경서예지,사실 나는,106926
2021,01.18~01.24,28,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,206801
2021,01.18~01.24,29,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),쇼미더머니 9 Episode 3,71725
2021,01.18~01.24,30,서면역에서,순순희,서면역에서,65784
2021,01.18~01.24,31,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,106577
2021,01.18~01.24,32,마음을 드려요,아이유,사랑의 불시착 OST Part 11,265840
2021,01.18~01.24,33,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,294543
2021,01.18~01.24,34,Freak (Prod. Slom),릴보이 (lIlBOI),쇼미더머니 9 Episode 1,88279
2021,01.18~01.24,35,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),69796
2021,01.18~01.24,36,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,416076
2021,01.18~01.24,37,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,쇼미더머니 9 Episode 3,72738
2021,01.18~01.24,38,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),쇼미더머니 9 Final,59076
2021,01.18~01.24,39,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,93029
2021,01.18~01.24,40,"Rosario (Feat. CL, ZICO)",에픽하이 (EPIK HIGH),Epik High Is Here 上,23144
2021,01.18~01.24,41,DON'T TOUCH ME,환불원정대,DON'T TOUCH ME,151513
2021,01.18~01.24,42,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,153715
2021,01.18~01.24,43,I CAN’T STOP ME,TWICE (트와이스),Eyes wide open,73873
2021,01.18~01.24,44,마리아 (Maria),화사 (HWASA),María,162438
2021,01.18~01.24,45,내 얘기 같아 (Feat. 헤이즈),에픽하이 (EPIK HIGH),Epik High Is Here 上,17334
2021,01.18~01.24,46,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,272292
2021,01.18~01.24,47,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,80161
2021,01.18~01.24,48,봄날,방탄소년단,YOU NEVER WALK ALONE,509761
2021,01.18~01.24,49,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,193579
2021,01.18~01.24,50,한잔이면 지워질까,황인욱,한잔이면 지워질까,29800
2021,01.18~01.24,51,홀로,이하이,홀로,158673
2021,01.18~01.24,52,안녕,폴킴,호텔 델루나 OST Part.10,224279
2021,01.18~01.24,53,Downtown Baby,블루 (BLOO),Downtown Baby,207093
2021,01.18~01.24,54,뻔한남자,이승기,뻔한남자,42718
2021,01.18~01.24,55,눈누난나 (NUNU NANA),제시 (Jessi),NUNA,104551
2021,01.18~01.24,56,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,156303
2021,01.18~01.24,57,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,쇼미더머니 9 Semi Final,45874
2021,01.18~01.24,58,Panorama,IZ*ONE (아이즈원),One-reeler / Act IV,112670
2021,01.18~01.24,59,너를 만나,폴킴,너를 만나,320731
2021,01.18~01.24,60,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",44052
2021,01.18~01.24,61,가을밤에 든 생각,잔나비,잔나비 소곡집 l,171886
2021,01.18~01.24,62,소확행,임창정,힘든 건 사랑이 아니다,57860
2021,01.18~01.24,63,Love poem,아이유,Love poem,353771
2021,01.18~01.24,64,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,118006
2021,01.18~01.24,65,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Semi Final,39359
2021,01.18~01.24,66,우린 어쩌다 헤어진 걸까,허각,Hello,55517
2021,01.18~01.24,67,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,182713
2021,01.18~01.24,68,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,163065
2021,01.18~01.24,69,행복해,송하예,Happy,39070
2021,01.18~01.24,70,잘할게,이승기,The Project,31305
2021,01.18~01.24,71,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,140250
2021,01.18~01.24,72,아무노래,지코 (ZICO),아무노래,282220
2021,01.18~01.24,73,What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album,105597
2021,01.18~01.24,74,Black Mamba,aespa,Black Mamba,116574
2021,01.18~01.24,75,별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),Red Moon : Ode To The Stars,65041
2021,01.18~01.24,76,나로 바꾸자 (duet with JYP),비,나로 바꾸자 (duet with JYP),28154
2021,01.18~01.24,77,너도 아는,폴킴,너도 아는,59931
