year,week,week_start,week_end,rank,title,artist,album,like_cnt
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,64,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2,122362
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,65,벗,닐로(Nilo),벗,80078
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,66,헤어져줘서 고마워,벤,헤어져줘서 고마워,137376
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,67,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,180199
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,68,날 보러 와요 (Come See Me),AOA,NEW MOON,47117
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,69,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,94054
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,70,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,153723
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,71,이별행동,이우,이별행동,72904
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,72,크리스마스니까,성시경,Jelly Christmas 2012 HEART PROJECT,165123
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,73,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',277879
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,74,솔직하게 말해서 나,김나영,솔직하게 말해서 나,174184
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,75,그 사람,아이유,Love poem,99545
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,76,텅 (Feat.김하온 (HAON)),빈첸,텅 (Feat.김하온 (HAON)),36372
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,77,Popo (How deep is our love?),백예린 (Yerin Baek),Every letter I sent you.,65891
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,78,그때가 좋았어,케이시 (Kassy),그때가 좋았어,255241
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,79,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,265736
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,80,Trouble,EXO,OBSESSION - The 6th Album,50740
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,81,그때의 우리,펀치 (Punch),그때의 우리,23248
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,82,0310,백예린 (Yerin Baek),Every letter I sent you.,139050
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,83,나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album,54684
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,84,춤 (Groove),EXO,OBSESSION - The 6th Album,49482
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,85,"FEVER (Feat. 수퍼비, BIBI)",박진영,FEVER,25840
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,86,나를 기다렸나요,한동근,나를 기다렸나요,6623
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,87,지킬 (Jekyll),EXO,OBSESSION - The 6th Album,45980
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,88,떨어지는 낙엽까지도,헤이즈 (Heize),만추,54442
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,89,노래방에서,장범준,장범준 3집,213223
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,90,Ya Ya Ya,EXO,OBSESSION - The 6th Album,44303
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,91,오늘도 (Day After Day),EXO,OBSESSION - The 6th Album,48313
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,92,Baby You Are,EXO,OBSESSION - The 6th Album,44582
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,93,Non Stop,EXO,OBSESSION - The 6th Album,46890
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,94,이별은 늘 그렇게 (Duet. 정은지),허각,이별은 늘 그렇게,32963
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,95,자장가,아이유,Love poem,114312
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,96,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),THINKING Part.1,65219
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,97,사랑의 재개발,유산슬,뽕포유,43349
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,98,FANCY,TWICE (트와이스),FANCY YOU,135520
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,99,비,폴킴,비,296183
2020,2019.12.30 ~ 2020.01.05,2019.12.30,2020.01.05,100,Done For Me,펀치 (Punch),호텔 델루나 OST Part.12,106594
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,1,METEOR,창모 (CHANGMO),Boyhood,312720
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,2,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,247493
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,3,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)",염따,Dingo X DAMOIM (Part 2),167116
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,4,Blueming,아이유,Love poem,369754
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,5,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,227381
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,6,HIP,마마무 (Mamamoo),reality in BLACK,136727
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,7,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,316281
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,8,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",79299
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,9,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,495297
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,10,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,320125
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,11,Love poem,아이유,Love poem,353765
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,12,나의 오랜 연인에게,다비치,나의 오랜 연인에게,93592
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,13,빌었어,창모 (CHANGMO),Boyhood,164600
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,14,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,294537
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,15,조금 취했어 (Prod. 2soo),임재현,조금 취했어,136254
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,16,헤어진 우리가 지켜야 할 것들,김나영,헤어진 우리가 지켜야 할 것들,86102
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,17,안녕,폴킴,호텔 델루나 OST Part.10,224278
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,18,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,144156
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,19,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백,77989
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,20,이 번호로 전화해줘,바이브,이 번호로 전화해줘,71987
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,21,새 사랑,송하예,새 사랑,104823
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,22,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,416056
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,23,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1,182291
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,24,있어줘요,장덕철,있어줘요,92079
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,25,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8,85383
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,26,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,230215
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,27,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438254
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,28,포장마차,황인욱,포장마차,167620
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,29,다시 만날까 봐,V.O.S,다시 만날까 봐,104526
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,30,니 소식,송하예,니 소식,208921
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,31,BAND,창모 (CHANGMO),BAND,141235
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,32,이별주,황인욱,이별주,66033
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,33,기억해줘요 내 모든 날과 그때를,거미 (GUMMY),호텔 델루나 OST Part.7,184595
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,34,Obsession,EXO,OBSESSION - The 6th Album,115411
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,35,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,236159
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,36,첫 겨울이니까,성시경,첫 겨울이니까,60891
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,37,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,122899
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,38,시간의 바깥,아이유,Love poem,154172
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,39,사랑이 식었다고 말해도 돼,먼데이 키즈,사랑이 식었다고 말해도 돼,134696
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,40,너를 만나,폴킴,너를 만나,320719
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,41,차가워진 이 바람엔 우리가 써있어 (Bad Love),HYNN (박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love),86217
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,42,워커홀릭,볼빨간사춘기,Two Five,148148
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,43,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,252581
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,44,달려,염따,Dingo X DAMOIM (Part 4),35810
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,45,먹구름,윤하 (YOUNHA),UNSTABLE MINDSET,68405
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,46,술이 문제야,장혜진,술이 문제야,154263
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,47,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),Red Moon : Happiness,77193
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,48,가을밤 떠난 너,케이시 (Kassy),Rewind,154870
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,49,Flower,윤미래,사랑의 불시착 OST Part 2,64061
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,50,잘 살고 있다,V.O.S,잘 살고 있다,41514
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,51,Feel Special,TWICE (트와이스),Feel Special,122616
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,52,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기,127453
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,53,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),270527
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,54,허전해,폴킴,"정규 2집 '마음, 하나'",82764
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,55,헤어지자 (Prod. 정키),휘인 (Whee In),soar,126773
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,56,숨겨진 세상 (Into the Unknown End Credit Version),태연 (TAEYEON),겨울왕국 2 (한국어 버전),78994
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,57,봄날,방탄소년단,YOU NEVER WALK ALONE,509799
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,58,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,181214
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,59,주저하는 연인들을 위해,잔나비,전설,453243
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,60,LION,i-dle (아이들),퀸덤 <FINAL 컴백 싱글>,115392
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,61,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2,122362
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,62,중2병,염따,Dingo X DAMOIM (Part 3),31742
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,63,노을,다비치,사랑의 불시착 OST Part 3,45507
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,64,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6,78278
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,65,unlucky,아이유,Love poem,133937
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,66,헤어져줘서 고마워,벤,헤어져줘서 고마워,137376
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,67,샤넬 (Feat. 박봄),MC몽,CHANNEL 8,47217
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,68,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,153723
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,69,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따,Amanda,46955
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,70,벗,닐로(Nilo),벗,80078
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,71,날 보러 와요 (Come See Me),AOA,NEW MOON,47117
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,72,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,94054
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,73,솔직하게 말해서 나,김나영,솔직하게 말해서 나,174184
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,74,그때가 좋았어,케이시 (Kassy),그때가 좋았어,255241
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,75,이별행동,이우,이별행동,72904
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,76,WINTER FLOWER(雪中梅)(Feat.RM),윤하 (YOUNHA),UNSTABLE MINDSET,64093
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,77,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',277879
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,78,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,265736
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,79,그 사람,아이유,Love poem,99545
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,80,Trouble,EXO,OBSESSION - The 6th Album,50740
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,81,나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album,54684
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,82,춤 (Groove),EXO,OBSESSION - The 6th Album,49482
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,83,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,180199
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,84,Nerdy Love (Feat. 백예린),pH-1,Nerdy Love (Feat. 백예린),150210
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,85,지킬 (Jekyll),EXO,OBSESSION - The 6th Album,45980
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,86,비,폴킴,비,296183
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,87,사랑의 재개발,유산슬,뽕포유,43349
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,88,Ya Ya Ya,EXO,OBSESSION - The 6th Album,44303
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,89,가끔은,정효빈,가끔은,15561
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,90,Popo (How deep is our love?),백예린 (Yerin Baek),Every letter I sent you.,65891
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,91,오늘도 (Day After Day),EXO,OBSESSION - The 6th Album,48313
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,92,노래방에서,장범준,장범준 3집,213223
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,93,Baby You Are,EXO,OBSESSION - The 6th Album,44582
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,94,Non Stop,EXO,OBSESSION - The 6th Album,46890
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,95,텅 (Feat.김하온 (HAON)),빈첸,텅 (Feat.김하온 (HAON)),36372
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,96,크리스마스니까,성시경,Jelly Christmas 2012 HEART PROJECT,165123
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,97,0310,백예린 (Yerin Baek),Every letter I sent you.,139050
2020,2020.01.06 ~ 2020.01.12,2020.01.06,2020.01.12,98,"다시 난, 여기",백예린 (Yerin Baek),사랑의 불시착 OST Part 4,149706
